,author,birthYear,authorLabel,genderLabel,citizenshipLabel,religionLabel,nativeLanguageLabel,deathYear
0,http://www.wikidata.org/entity/Q1402,1313,Giovanni Boccaccio,male,Republic of Florence,,Italian,1375
0,http://www.wikidata.org/entity/Q274254,1889,Eileen Power,female,United Kingdom,,,1940
0,http://www.wikidata.org/entity/Q298027,1844,Minna Canth,female,Grand Principality of Finland,,,1897
0,http://www.wikidata.org/entity/Q439370,1857,Herman Bang,male,Denmark,,Danish,1912
0,http://www.wikidata.org/entity/Q7243,1828,Leo Tolstoy,male,Russian Empire,Christianity,Russian,1910
1,http://www.wikidata.org/entity/Q7243,1828,Leo Tolstoy,male,Russian Empire,Tolstoyan movement,Russian,1910
2,http://www.wikidata.org/entity/Q7243,1828,Leo Tolstoy,male,Russian Empire,Eastern Orthodoxy,Russian,1910
0,http://www.wikidata.org/entity/Q37767,1888,T. S. Eliot,male,United States of America,Unitarianism,,1965
1,http://www.wikidata.org/entity/Q37767,1888,T. S. Eliot,male,United Kingdom,Unitarianism,,1965
2,http://www.wikidata.org/entity/Q37767,1888,T. S. Eliot,male,United States of America,Anglo-Catholicism,,1965
3,http://www.wikidata.org/entity/Q37767,1888,T. S. Eliot,male,United Kingdom,Anglo-Catholicism,,1965
0,http://www.wikidata.org/entity/Q81438,1819,Walt Whitman,male,United States of America,deism,English,1892
0,http://www.wikidata.org/entity/Q6264132,1849,John William Cousin,male,United Kingdom of Great Britain and Ireland,,,1910
0,http://www.wikidata.org/entity/Q137679,1857,Gertrude Atherton,female,United States of America,,,1948
1,http://www.wikidata.org/entity/Q137679,1858,Gertrude Atherton,female,United States of America,,,1948
0,http://www.wikidata.org/entity/Q228546,1840,Alphonse Daudet,male,France,,French,1897
0,http://www.wikidata.org/entity/Q180989,1860,Jane Addams,female,United States of America,,,1935
0,http://www.wikidata.org/entity/Q8009658,1820,William Garden Blaikie,male,United Kingdom of Great Britain and Ireland,,,1899
0,http://www.wikidata.org/entity/Q1175275,1876,David Lindsay,male,United Kingdom,,,1945
0,http://www.wikidata.org/entity/Q3275944,1862,Helen Bannerman,female,United Kingdom,,English,1946
1,http://www.wikidata.org/entity/Q3275944,1862,Helen Bannerman,female,United Kingdom of Great Britain and Ireland,,English,1946
0,http://www.wikidata.org/entity/Q562719,1853,David Belasco,male,United States of America,,English,1931
1,http://www.wikidata.org/entity/Q562719,1859,David Belasco,male,United States of America,,English,1931
2,http://www.wikidata.org/entity/Q562719,1853,David Belasco,male,United States of America,,English,1931
3,http://www.wikidata.org/entity/Q562719,1859,David Belasco,male,United States of America,,English,1931
0,http://www.wikidata.org/entity/Q218698,1859,Jerome K. Jerome,male,United Kingdom of Great Britain and Ireland,,,1927
1,http://www.wikidata.org/entity/Q218698,1859,Jerome K. Jerome,male,United Kingdom of Great Britain and Ireland,,,1927
2,http://www.wikidata.org/entity/Q218698,1859,Jerome K. Jerome,male,United Kingdom of Great Britain and Ireland,,,1927
3,http://www.wikidata.org/entity/Q218698,1859,Jerome K. Jerome,male,United Kingdom of Great Britain and Ireland,,,1927
0,http://www.wikidata.org/entity/Q1585832,1856,Harold Frederic,male,United States of America,,,1898
0,http://www.wikidata.org/entity/Q5416320,1856,Evelyn Everett-Green,female,United Kingdom,,,1932
1,http://www.wikidata.org/entity/Q5416320,1856,Evelyn Everett-Green,female,United Kingdom of Great Britain and Ireland,,,1932
0,http://www.wikidata.org/entity/Q5685,1860,Anton Chekhov,male,Russian Empire,,,1904
0,http://www.wikidata.org/entity/Q312444,1579,John Fletcher,male,Kingdom of England,,,1625
1,http://www.wikidata.org/entity/Q312444,1579,John Fletcher,male,Kingdom of England,,,1625
2,http://www.wikidata.org/entity/Q312444,1579,John Fletcher,male,Kingdom of England,,,1625
3,http://www.wikidata.org/entity/Q312444,1579,John Fletcher,male,Kingdom of England,,,1625
0,http://www.wikidata.org/entity/Q4661753,1893,Aaro Hellaakoski,male,Finland,,Finnish,1952
0,http://www.wikidata.org/entity/Q258001,1839,Ouida,female,United Kingdom,,English,1908
1,http://www.wikidata.org/entity/Q258001,1839,Ouida,female,United Kingdom of Great Britain and Ireland,,English,1908
0,http://www.wikidata.org/entity/Q2331155,1826,Dinah Craik,female,United Kingdom of Great Britain and Ireland,,,1887
0,http://www.wikidata.org/entity/Q9061,1818,Karl Marx,male,Kingdom of Prussia,atheism,German,1883
1,http://www.wikidata.org/entity/Q9061,1818,Karl Marx,male,statelessness,atheism,German,1883
0,http://www.wikidata.org/entity/Q505017,1860,Ernest Thompson Seton,male,Canada,,,1946
1,http://www.wikidata.org/entity/Q505017,1860,Ernest Thompson Seton,male,United States of America,,,1946
0,http://www.wikidata.org/entity/Q181667,1783,Washington Irving,male,United States of America,,,1859
0,http://www.wikidata.org/entity/Q561378,1880,Louis Hémon,male,France,,French,1913
0,http://www.wikidata.org/entity/Q273034,1874,Lucy Maud Montgomery,female,Canada,,English,1942
0,http://www.wikidata.org/entity/Q229480,1873,Willa Cather,female,United States of America,,,1947
0,http://www.wikidata.org/entity/Q173869,1809,Alfred Tennyson,male,United Kingdom of Great Britain and Ireland,Anglicanism,,1892
0,http://www.wikidata.org/entity/Q309759,1812,Edward Lear,male,United Kingdom of Great Britain and Ireland,,English,1888
0,http://www.wikidata.org/entity/Q247473,1814,Charles Reade,male,United Kingdom of Great Britain and Ireland,,,1884
0,http://www.wikidata.org/entity/Q717186,1861,Arvid Järnefelt,male,Finland,,,1932
1,http://www.wikidata.org/entity/Q717186,1861,Arvid Järnefelt,male,Russian Empire,,,1932
0,http://www.wikidata.org/entity/Q4985,1819,Herman Melville,male,United States of America,,English,1891
0,http://www.wikidata.org/entity/Q859,-428,Plato,male,Classical Athens,,Ancient Greek,-348
0,http://www.wikidata.org/entity/Q298827,1868,Gaston Leroux,male,France,,French,1927
0,http://www.wikidata.org/entity/Q123089,1767,Benjamin Constant,male,Switzerland,,,1830
1,http://www.wikidata.org/entity/Q123089,1767,Benjamin Constant,male,France,,,1830
0,http://www.wikidata.org/entity/Q434687,1848,Richard Jefferies,male,United Kingdom of Great Britain and Ireland,,,1887
0,http://www.wikidata.org/entity/Q540166,1863,Arthur Machen,male,Wales,,,1947
1,http://www.wikidata.org/entity/Q540166,1863,Arthur Machen,male,United Kingdom,,,1947
2,http://www.wikidata.org/entity/Q540166,1863,Arthur Machen,male,United Kingdom of Great Britain and Ireland,,,1947
0,http://www.wikidata.org/entity/Q505715,1806,Robert Montgomery Bird,male,United States of America,,,1854
0,http://www.wikidata.org/entity/Q5370892,1857,Emerson Hough,male,United States of America,,,1923
0,http://www.wikidata.org/entity/Q4892977,1854,Bernard Capes,male,United Kingdom,,,1918
0,http://www.wikidata.org/entity/Q4725909,1870,Alice Hegan Rice,female,United States of America,,,1942
0,http://www.wikidata.org/entity/Q216134,1878,Upton Sinclair,male,United States of America,,,1968
0,http://www.wikidata.org/entity/Q268305,1743,Anna Laetitia Barbauld,female,France,Protestantism,,1825
1,http://www.wikidata.org/entity/Q268305,1743,Anna Laetitia Barbauld,female,United Kingdom of Great Britain and Ireland,Protestantism,,1825
0,http://www.wikidata.org/entity/Q4895515,1879,Bertha Runkle,female,United States of America,,,1958
0,http://www.wikidata.org/entity/Q210740,1824,Wilkie Collins,male,United Kingdom of Great Britain and Ireland,,,1889
0,http://www.wikidata.org/entity/Q134942,1874,William Somerset Maugham,male,United Kingdom,,,1965
1,http://www.wikidata.org/entity/Q134942,1874,William Somerset Maugham,male,United Kingdom of Great Britain and Ireland,,,1965
0,http://www.wikidata.org/entity/Q6774396,1828,Martha Finley,female,United States of America,,,1909
0,http://www.wikidata.org/entity/Q270632,1888,Katherine Mansfield,female,New Zealand,,,1923
0,http://www.wikidata.org/entity/Q551767,1886,Pierre Benoît,male,France,,French,1962
0,http://www.wikidata.org/entity/Q231708,1858,Edith Nesbit,female,United Kingdom,,English,1924
1,http://www.wikidata.org/entity/Q231708,1858,Edith Nesbit,female,United Kingdom of Great Britain and Ireland,,English,1924
0,http://www.wikidata.org/entity/Q151180,1855,Olive Schreiner,female,South Africa,,English,1920
0,http://www.wikidata.org/entity/Q102851,480,Boethius,male,Ostrogothic Kingdom,Catholic Church,,524
0,http://www.wikidata.org/entity/Q498976,1886,Apsley Cherry-Garrard,male,United Kingdom,,English,1959
1,http://www.wikidata.org/entity/Q498976,1886,Apsley Cherry-Garrard,male,United Kingdom of Great Britain and Ireland,,English,1959
0,http://www.wikidata.org/entity/Q782813,1880,Ernest Cook Poole,male,United States of America,,,1950
0,http://www.wikidata.org/entity/Q458390,1838,Henry Brooks Adams,male,United States of America,,English,1918
0,http://www.wikidata.org/entity/Q433767,1869,Herbert Croly,male,United States of America,,,1930
0,http://www.wikidata.org/entity/Q8016,1874,Winston Churchill,male,United Kingdom,Church of England,British English,1965
0,http://www.wikidata.org/entity/Q123053,1827,Johanna Spyri,female,Switzerland,,German,1901
0,http://www.wikidata.org/entity/Q235368,1868,Eleanor H. Porter,female,United States of America,,English,1920
0,http://www.wikidata.org/entity/Q1340161,1823,Francis Parkman,male,United States of America,,,1893
0,http://www.wikidata.org/entity/Q311526,1870,Saki,male,United Kingdom of Great Britain and Ireland,,English,1916
0,http://www.wikidata.org/entity/Q6694,1769,Alexander von Humboldt,male,Kingdom of Prussia,Lutheranism,,1859
0,http://www.wikidata.org/entity/Q15442136,1887,Robert Keable,male,United Kingdom,Anglicanism,,1927
0,http://www.wikidata.org/entity/Q2331144,1853,Hall Caine,male,United Kingdom,,English,1931
1,http://www.wikidata.org/entity/Q2331144,1853,Hall Caine,male,United Kingdom of Great Britain and Ireland,,English,1931
0,http://www.wikidata.org/entity/Q7344917,1852,Robert Grant,male,United States of America,,,1940
0,http://www.wikidata.org/entity/Q472071,1872,Max Beerbohm,male,United Kingdom,,,1956
0,http://www.wikidata.org/entity/Q12706,1868,Maxim Gorky,male,Soviet Union,atheism,Russian,1936
1,http://www.wikidata.org/entity/Q12706,1868,Maxim Gorky,male,Russian Empire,atheism,Russian,1936
0,http://www.wikidata.org/entity/Q5080612,1856,Charles Major,male,United States of America,,,1913
0,http://www.wikidata.org/entity/Q1699168,1868,John Arnott MacCulloch,male,United Kingdom,,,1950
1,http://www.wikidata.org/entity/Q1699168,1868,John Arnott MacCulloch,male,United Kingdom of Great Britain and Ireland,,,1950
0,http://www.wikidata.org/entity/Q712746,1870,Frank Norris,male,United States of America,,,1902
0,http://www.wikidata.org/entity/Q1500,1861,José Rizal,male,Captaincy General of the Philippines,Latin Church,,1896
0,http://www.wikidata.org/entity/Q126462,1737,Thomas Paine,male,United States of America,deism,,1809
1,http://www.wikidata.org/entity/Q126462,1737,Thomas Paine,male,France,deism,,1809
2,http://www.wikidata.org/entity/Q126462,1737,Thomas Paine,male,Constitutional Cabinet of Louis XVI,deism,,1809
3,http://www.wikidata.org/entity/Q126462,1737,Thomas Paine,male,Kingdom of France,deism,,1809
4,http://www.wikidata.org/entity/Q126462,1737,Thomas Paine,male,Kingdom of Great Britain,deism,,1809
0,http://www.wikidata.org/entity/Q332580,1822,Thomas Hughes,male,United Kingdom of Great Britain and Ireland,Anglicanism,,1896
0,http://www.wikidata.org/entity/Q3300924,1861,Maurice Hewlett,male,United Kingdom of Great Britain and Ireland,,,1923
0,http://www.wikidata.org/entity/Q19185,1856,George Bernard Shaw,male,Republic of Ireland,Christianity,,1950
1,http://www.wikidata.org/entity/Q19185,1856,George Bernard Shaw,male,United Kingdom,Christianity,,1950
2,http://www.wikidata.org/entity/Q19185,1856,George Bernard Shaw,male,United Kingdom of Great Britain and Ireland,Christianity,,1950
0,http://www.wikidata.org/entity/Q4942781,1859,Mary Cholmondeley,female,United Kingdom of Great Britain and Ireland,,,1925
0,http://www.wikidata.org/entity/Q34969,1706,Benjamin Franklin,male,United States of America,deism,,1790
1,http://www.wikidata.org/entity/Q34969,1706,Benjamin Franklin,male,British America,deism,,1790
0,http://www.wikidata.org/entity/Q2342103,1892,Stella Benson,female,United Kingdom,,,1933
1,http://www.wikidata.org/entity/Q2342103,1892,Stella Benson,female,United Kingdom,,,1933
0,http://www.wikidata.org/entity/Q5298346,1879,Dorothy Canfield Fisher,female,United States of America,,,1958
0,http://www.wikidata.org/entity/Q1541,-106,Cicero,male,Ancient Rome,ancient Roman religion,,-42
0,http://www.wikidata.org/entity/Q237833,1863,George Santayana,male,Spain,Christian atheism,,1952
1,http://www.wikidata.org/entity/Q237833,1863,George Santayana,male,Spain,Christian atheism,,1952
2,http://www.wikidata.org/entity/Q237833,1863,George Santayana,male,Spain,Christian atheism,,1952
3,http://www.wikidata.org/entity/Q237833,1863,George Santayana,male,Spain,Christian atheism,,1952
0,http://www.wikidata.org/entity/Q5393723,1888,Ernest Raymond,male,United Kingdom,,,1974
1,http://www.wikidata.org/entity/Q5393723,1888,Ernest Raymond,male,United Kingdom of Great Britain and Ireland,,,1974
0,http://www.wikidata.org/entity/Q210798,1848,Joris-Karl Huysmans,male,France,Catholicism,French,1907
0,http://www.wikidata.org/entity/Q311548,1738,Arthur Phillip,male,Kingdom of Great Britain,Catholicism,,1814
1,http://www.wikidata.org/entity/Q311548,1738,Arthur Phillip,male,United Kingdom of Great Britain and Ireland,Catholicism,,1814
0,http://www.wikidata.org/entity/Q82409,1772,Samuel Taylor Coleridge,male,Kingdom of Great Britain,Anglicanism,English,1834
1,http://www.wikidata.org/entity/Q82409,1772,Samuel Taylor Coleridge,male,United Kingdom of Great Britain and Ireland,Anglicanism,English,1834
0,http://www.wikidata.org/entity/Q47152,1797,Mary Shelley,female,Kingdom of Great Britain,,English,1851
1,http://www.wikidata.org/entity/Q47152,1797,Mary Shelley,female,United Kingdom of Great Britain and Ireland,,English,1851
0,http://www.wikidata.org/entity/Q3568976,1821,William Still,male,United States of America,,,1902
0,http://www.wikidata.org/entity/Q712073,1855,Arthur Wing Pinero,male,United Kingdom,,,1934
0,http://www.wikidata.org/entity/Q188385,1874,Gertrude Stein,female,United States of America,,,1946
0,http://www.wikidata.org/entity/Q2415217,1828,Margaret Oliphant,female,United Kingdom of Great Britain and Ireland,,,1897
0,http://www.wikidata.org/entity/Q294147,1754,William Bligh,male,United Kingdom,,,1817
1,http://www.wikidata.org/entity/Q294147,1754,William Bligh,male,United Kingdom of Great Britain and Ireland,,,1817
0,http://www.wikidata.org/entity/Q4977173,1880,Ruth Sawyer,female,United States of America,,,1970
0,http://www.wikidata.org/entity/Q9215,1856,Sigmund Freud,male,Austria,atheism,German,1939
1,http://www.wikidata.org/entity/Q9215,1856,Sigmund Freud,male,Nazi Germany,atheism,German,1939
2,http://www.wikidata.org/entity/Q9215,1856,Sigmund Freud,male,Austria-Hungary,atheism,German,1939
3,http://www.wikidata.org/entity/Q9215,1856,Sigmund Freud,male,Austrian Empire,atheism,German,1939
4,http://www.wikidata.org/entity/Q9215,1856,Sigmund Freud,male,Federal State of Austria,atheism,German,1939
5,http://www.wikidata.org/entity/Q9215,1856,Sigmund Freud,male,Republic of German-Austria,atheism,German,1939
6,http://www.wikidata.org/entity/Q9215,1856,Sigmund Freud,male,First Republic of Austria,atheism,German,1939
7,http://www.wikidata.org/entity/Q9215,1856,Sigmund Freud,male,Cisleithania,atheism,German,1939
0,http://www.wikidata.org/entity/Q46830,1635,Robert Hooke,male,Kingdom of England,Anglicanism,,1703
0,http://www.wikidata.org/entity/Q518359,1805,William Harrison Ainsworth,male,United Kingdom of Great Britain and Ireland,,English,1882
0,http://www.wikidata.org/entity/Q526709,1837,William Dean Howells,male,United States of America,,English,1920
0,http://www.wikidata.org/entity/Q728405,1854,Georges Eekhoud,male,Belgium,,French,1927
0,http://www.wikidata.org/entity/Q6780145,1839,Mary Louisa Molesworth,female,United Kingdom,,,1921
1,http://www.wikidata.org/entity/Q6780145,1839,Mary Louisa Molesworth,female,United Kingdom of Great Britain and Ireland,,,1921
0,http://www.wikidata.org/entity/Q469681,1833,Jonas Lie,male,Norway,,,1908
0,http://www.wikidata.org/entity/Q6305859,1832,Jules Girardin,male,France,,,1888
0,http://www.wikidata.org/entity/Q2493772,1814,Ellen Wood,female,United Kingdom of Great Britain and Ireland,,,1887
0,http://www.wikidata.org/entity/Q234050,1731,Erasmus Darwin,male,United Kingdom of Great Britain and Ireland,,,1802
0,http://www.wikidata.org/entity/Q3721233,1875,Eleanor Gates,female,United States of America,,,1951
0,http://www.wikidata.org/entity/Q447019,1819,E. D. E. N. Southworth,female,United States of America,,,1899
0,http://www.wikidata.org/entity/Q9317,1883,John Maynard Keynes,male,United Kingdom,,English,1946
1,http://www.wikidata.org/entity/Q9317,1883,John Maynard Keynes,male,United Kingdom of Great Britain and Ireland,,English,1946
0,http://www.wikidata.org/entity/Q4958416,1887,Sheila Kaye-Smith,female,United Kingdom,Catholic Church,,1956
