,Unnamed: 0.1,Unnamed: 0,id,found,title,author_x,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,bookLabel,authorLast,book,author_y,birthYear_x,authorLabel_x,book_QN,author_QN,index,birthYear_y,workLabel,authorLabel_y,genderLabel,citizenshipLabel,religionLabel,nativeLanguageLabel,PublicationYear,deathYear,deathYearMatch,,
59,59,138,PG10658,,Hilda Lessways,"Bennett, Arnold",1867,1931,['en'],80,"{'Staffordshire (England) -- Fiction', 'Young women -- Fiction', 'Man-woman relationships -- Fiction', 'Mothers and daughters -- Fiction'}",,Hilda Lessways,Bennett,http://www.wikidata.org/entity/Q42185117,http://www.wikidata.org/entity/Q314158,1867,Arnold Bennett,Q42185117,Q314158,0,1867,Hilda Lessways,Arnold Bennett,male,United Kingdom,,,1911,1931,1,,
60,60,139,PG1065,,The Raven,"Poe, Edgar Allan",1809,1849,['en'],520,"{'Ravens -- Poetry', 'Fantasy poetry, American'}",,The Raven,Poe,http://www.wikidata.org/entity/Q22726,http://www.wikidata.org/entity/Q16867,1809,Edgar Allan Poe,Q22726,Q16867,0,1809,The Raven,Edgar Allan Poe,male,United States of America,,American English,1845,1849,1,,
61,61,147,PG45484,,The Raven: Illustrated,"Poe, Edgar Allan",1809,1849,['en'],124,"{'Ravens -- Poetry', 'Fantasy poetry, American'}",,The Raven,Poe,http://www.wikidata.org/entity/Q22726,http://www.wikidata.org/entity/Q16867,1809,Edgar Allan Poe,Q22726,Q16867,0,1809,The Raven,Edgar Allan Poe,male,United States of America,,American English,1845,1849,1,,
62,62,148,PG10662,,The Night Land,"Hodgson, William Hope",1877,1918,['en'],480,{'Science fiction'},,The Night Land,Hodgson,http://www.wikidata.org/entity/Q3824593,http://www.wikidata.org/entity/Q919277,1877,William Hope Hodgson,Q3824593,Q919277,0,1877,The Night Land,William Hope Hodgson,male,United Kingdom of Great Britain and Ireland,,,1912,1918,1,,
63,63,149,PG10684,,A History of Freedom of Thought,"Bury, J. B. (John Bagnell)",1861,1927,['en'],179,"{'Rationalism -- History', 'Free thought -- History'}",,A History of Freedom of Thought,Bury,http://www.wikidata.org/entity/Q3974139,http://www.wikidata.org/entity/Q502912,1861,J. B. Bury,Q3974139,Q502912,0,1861,A History of Freedom of Thought,J. B. Bury,male,United Kingdom,,,1913,1927,1,,
64,64,150,PG106,,Jungle Tales of Tarzan,"Burroughs, Edgar Rice",1875,1950,['en'],400,"{'Jungles -- Fiction', 'Adventure stories', 'Tarzan (Fictitious character) -- Fiction', 'Fantasy fiction', 'Apes -- Fiction', 'Africa -- Fiction'}",,Jungle Tales of Tarzan,Burroughs,http://www.wikidata.org/entity/Q6312905,http://www.wikidata.org/entity/Q148234,1875,Edgar Rice Burroughs,Q6312905,Q148234,0,1875,Jungle Tales of Tarzan,Edgar Rice Burroughs,male,United States of America,,English,1919,1950,1,,
65,65,872,PG8758,,Jungle Tales of Tarzan,"Burroughs, Edgar Rice",1875,1950,['en'],66,"{'Jungles -- Fiction', 'Adventure stories', 'Tarzan (Fictitious character) -- Fiction', 'Fantasy fiction', 'Apes -- Fiction', 'Africa -- Fiction'}",,Jungle Tales of Tarzan,Burroughs,http://www.wikidata.org/entity/Q6312905,http://www.wikidata.org/entity/Q148234,1875,Edgar Rice Burroughs,Q6312905,Q148234,0,1875,Jungle Tales of Tarzan,Edgar Rice Burroughs,male,United States of America,,English,1919,1950,1,,
66,66,151,PG10701,,"The History of Rome, Book I: The Period Anterior to the Abolition of the Monarchy","Mommsen, Theodor",1817,1903,['en'],81,{'Rome -- History'},,The History of Rome,Mommsen,http://www.wikidata.org/entity/Q1500229,http://www.wikidata.org/entity/Q25351,1817,Theodor Mommsen,Q1500229,Q25351,0,1817,The History of Rome,Theodor Mommsen,male,Duchy of Schleswig,,,1854,1903,1,,
67,67,191,PG10720,,Doctor Pascal,"Zola, Émile",1840,1902,['en'],103,{'France -- Social life and customs -- 19th century -- Fiction'},,Doctor Pascal,Zola,http://www.wikidata.org/entity/Q663632,http://www.wikidata.org/entity/Q504,1840,Émile Zola,Q663632,Q504,0,1840,Doctor Pascal,Émile Zola,male,France,atheism,French,1893,1902,1,,
68,68,192,PG10736,,Children of the Frost,"London, Jack",1876,1916,['en'],255,"{'Adventure stories', 'Indians of North America -- Fiction', 'Short stories, American'}",,Children of the Frost,London,http://www.wikidata.org/entity/Q3232379,http://www.wikidata.org/entity/Q45765,1876,Jack London,Q3232379,Q45765,0,1876,Children of the Frost,Jack London,male,United States of America,atheism,,1902,1916,1,,
69,69,195,PG10743,,Moonfleet,"Falkner, John Meade",1858,1932,['en'],185,"{'Adventure stories', 'Smugglers -- Fiction', 'England -- Fiction', 'Treasure troves -- Fiction'}",,Moonfleet,Falkner,http://www.wikidata.org/entity/Q1795631,http://www.wikidata.org/entity/Q1676368,1858,J. Meade Falkner,Q1795631,Q1676368,0,1858,Moonfleet,J. Meade Falkner,male,United Kingdom,,,1898,1932,1,,
70,70,197,PG10746,,Boule de Suif,"Maupassant, Guy de",1850,1893,['fr'],239,"{'Short stories, French', 'France -- Social life and customs -- Fiction'}",,Boule de Suif,Maupassant,http://www.wikidata.org/entity/Q63971,http://www.wikidata.org/entity/Q9327,1850,Guy de Maupassant,Q63971,Q9327,0,1850,Boule de Suif,Guy de Maupassant,male,France,,French,1880,1893,1,,
71,71,199,PG1074,,The Sea-Wolf,"London, Jack",1876,1916,['en'],1195,"{'Arctic regions -- Fiction', 'Ship captains -- Fiction', 'Sealers (Persons) -- Fiction', 'Sea stories', 'Sealing ships -- Fiction'}",,The Sea-Wolf,London,http://www.wikidata.org/entity/Q1196857,http://www.wikidata.org/entity/Q45765,1876,Jack London,Q1196857,Q45765,0,1876,The Sea-Wolf,Jack London,male,United States of America,atheism,,1904,1916,1,,
72,72,200,PG1075,,The Strength of the Strong,"London, Jack",1876,1916,['en'],132,{'Socialism -- Fiction'},,The Strength of the Strong,London,http://www.wikidata.org/entity/Q19100202,http://www.wikidata.org/entity/Q45765,1876,Jack London,Q19100202,Q45765,0,1876,The Strength of the Strong,Jack London,male,United States of America,atheism,,1914,1916,1,,
73,73,202,PG10762,,Impressions of Theophrastus Such,"Eliot, George",1819,1880,['en'],78,"{'Character sketches', 'England -- Fiction', 'Authors -- Fiction'}",,Impressions of Theophrastus Such,Eliot,http://www.wikidata.org/entity/Q6007633,http://www.wikidata.org/entity/Q131333,1819,George Eliot,Q6007633,Q131333,0,1819,Impressions of Theophrastus Such,George Eliot,female,United Kingdom of Great Britain and Ireland,atheism,English,1879,1880,1,,
74,74,204,PG10775,,Le Horla,"Maupassant, Guy de",1850,1893,['fr'],523,"{'Short stories, French', 'French fiction -- 19th century'}",,Le Horla,Maupassant,http://www.wikidata.org/entity/Q3223495,http://www.wikidata.org/entity/Q9327,1850,Guy de Maupassant,Q3223495,Q9327,0,1850,Le Horla,Guy de Maupassant,male,France,,French,1886,1893,1,,
75,75,205,PG107,,Far from the Madding Crowd,"Hardy, Thomas",1840,1928,['en'],1004,"{'Farm life -- Fiction', 'Love stories', 'Triangles (Interpersonal relations) -- Fiction', 'Didactic fiction', 'Women farmers -- Fiction', 'Wessex (England) -- Fiction', 'Pastoral fiction'}",,Far from the Madding Crowd,Hardy,http://www.wikidata.org/entity/Q5642996,http://www.wikidata.org/entity/Q132805,1840,Thomas Hardy,Q5642996,Q132805,0,1840,Far from the Madding Crowd,Thomas Hardy,male,United Kingdom,,,1874,1928,1,,
76,76,91,PG9417,,Far from the Madding Crowd,"Hardy, Thomas",1840,1928,['en'],61,"{'Farm life -- Fiction', 'Love stories', 'Triangles (Interpersonal relations) -- Fiction', 'Didactic fiction', 'Women farmers -- Fiction', 'Wessex (England) -- Fiction', 'Pastoral fiction'}",,Far from the Madding Crowd,Hardy,http://www.wikidata.org/entity/Q5642996,http://www.wikidata.org/entity/Q132805,1840,Thomas Hardy,Q5642996,Q132805,0,1840,Far from the Madding Crowd,Thomas Hardy,male,United Kingdom,,,1874,1928,1,,
77,77,209,PG10800,,The Anatomy of Melancholy,"Burton, Robert",1577,1640,['en'],1079,{'Melancholy -- Early works to 1800'},,The Anatomy of Melancholy,Burton,http://www.wikidata.org/entity/Q469755,http://www.wikidata.org/entity/Q259132,1577,Robert Burton,Q469755,Q259132,0,1577,The Anatomy of Melancholy,Robert Burton,male,United Kingdom,Anglicanism,,1621,1640,1,,
78,78,210,PG10806,,The Sword of Welleran and Other Stories,"Dunsany, Lord",1878,1957,['en'],222,"{'Fantasy fiction, English'}",,The Sword of Welleran and Other Stories,Dunsany,http://www.wikidata.org/entity/Q7767777,http://www.wikidata.org/entity/Q458658,1878,"Edward Plunkett, 18th Baron of Dunsany",Q7767777,Q458658,0,1878,The Sword of Welleran and Other Stories,"Edward Plunkett, 18th Baron of Dunsany",male,Republic of Ireland,,,1908,1957,1,,
79,79,211,PG1080,,"A Modest Proposal: For preventing the children of poor people in Ireland, from being a burden on their parents or country, and for making them beneficial to the publick","Swift, Jonathan",1667,1745,['en'],24409,"{'Religious satire, English', 'Ireland -- Politics and government -- 18th century -- Humor', 'Political satire, English'}",,A Modest Proposal,Swift,http://www.wikidata.org/entity/Q264143,http://www.wikidata.org/entity/Q41166,1667,Jonathan Swift,Q264143,Q41166,0,1667,A Modest Proposal,Jonathan Swift,male,Republic of Ireland,Anglicanism,English,1729,1745,1,,
80,80,10,PG9273,,A Modest Proposal,"Swift, Jonathan",1667,1745,['en'],23,"{'Religious satire, English', 'Ireland -- Politics and government -- 18th century -- Humor', 'Political satire, English'}",,A Modest Proposal,Swift,http://www.wikidata.org/entity/Q264143,http://www.wikidata.org/entity/Q41166,1667,Jonathan Swift,Q264143,Q41166,0,1667,A Modest Proposal,Jonathan Swift,male,Republic of Ireland,Anglicanism,English,1729,1745,1,,
81,81,215,PG1081,,Dead Souls,"Gogol, Nikolai Vasilevich",1809,1852,['en'],1386,"{'Humorous stories', 'Russia -- Social life and customs -- 1533-1917 -- Fiction', 'Swindlers and swindling -- Russia -- Fiction', 'Satire'}",,Dead Souls,Gogol,http://www.wikidata.org/entity/Q647379,http://www.wikidata.org/entity/Q43718,1809,Nikolai Gogol,Q647379,Q43718,0,1809,Dead Souls,Nikolai Gogol,male,Russian Empire,Eastern Orthodoxy,Ukrainian,1842,1852,1,,
82,82,216,PG1083,,The Arrow of Gold: A Story Between Two Notes,"Conrad, Joseph",1857,1924,['en'],110,"{'Sea stories', 'Adventure stories', 'Illegal arms transfers -- Fiction', 'Young men -- Fiction', 'Marseille (France) -- Fiction'}",,The Arrow of Gold,Conrad,http://www.wikidata.org/entity/Q860023,http://www.wikidata.org/entity/Q82925,1857,Joseph Conrad,Q860023,Q82925,0,1857,The Arrow of Gold,Joseph Conrad,male,United Kingdom,atheism,,1919,1924,1,,
83,83,45,PG9340,,The Arrow of Gold,"Conrad, Joseph",1857,1924,['en'],15,"{'Sea stories', 'Adventure stories', 'Illegal arms transfers -- Fiction', 'Young men -- Fiction', 'Marseille (France) -- Fiction'}",,The Arrow of Gold,Conrad,http://www.wikidata.org/entity/Q860023,http://www.wikidata.org/entity/Q82925,1857,Joseph Conrad,Q860023,Q82925,0,1857,The Arrow of Gold,Joseph Conrad,male,United Kingdom,atheism,,1919,1924,1,,
84,84,217,PG10850,,"Philaster; Or, Love Lies a Bleeding","Beaumont, Francis",1584,1616,['en'],59,"{'Kings and rulers -- Succession -- Drama', 'Sicily (Italy) -- Drama', 'English drama', 'Tragicomedy', 'Love -- Drama'}",,Philaster,Beaumont,http://www.wikidata.org/entity/Q7182950,http://www.wikidata.org/entity/Q313932,1584,Francis Beaumont,Q7182950,Q313932,0,1584,Philaster,Francis Beaumont,male,United Kingdom of Great Britain and Ireland,,,1620,1616,1,,
85,85,218,PG10863,,Juha,"Aho, Juhani",1861,1921,['fi'],68,"{'Triangles (Interpersonal relations) -- Fiction', 'Married people -- Fiction'}",,Juha,Aho,http://www.wikidata.org/entity/Q18679228,http://www.wikidata.org/entity/Q348623,1861,Juhani Aho,Q18679228,Q348623,0,1861,Juha,Juhani Aho,male,Finland,,Finnish,1911,1921,1,,
86,86,219,PG1086,,A Horse's Tale,"Twain, Mark",1835,1910,['en'],132,{'Fiction'},,A Horse's Tale,Twain,http://www.wikidata.org/entity/Q4657396,http://www.wikidata.org/entity/Q7245,1835,Mark Twain,Q4657396,Q7245,0,1835,A Horse's Tale,Mark Twain,male,United States of America,atheism,,1907,1910,1,,
87,87,952,PG9008,,A Horse's Tale,"Twain, Mark",1835,1910,['en'],9,{'Fiction'},,A Horse's Tale,Twain,http://www.wikidata.org/entity/Q4657396,http://www.wikidata.org/entity/Q7245,1835,Mark Twain,Q4657396,Q7245,0,1835,A Horse's Tale,Mark Twain,male,United States of America,atheism,,1907,1910,1,,
88,88,220,PG10881,,Crescent and Iron Cross,"Benson, E. F. (Edward Frederic)",1867,1940,['en'],31,"{'Armenian question', 'Turkey -- Foreign relations -- Germany', 'Germany -- Foreign relations -- Turkey', 'World War, 1914-1918 -- Turkey'}",,Crescent and Iron Cross,Benson,http://www.wikidata.org/entity/Q20507862,http://www.wikidata.org/entity/Q771698,1867,Edward Frederic Benson,Q20507862,Q771698,0,1867,Crescent and Iron Cross,Edward Frederic Benson,male,United Kingdom,,,1918,1940,1,,
89,89,221,PG10892,,Dawn,"Haggard, H. Rider (Henry Rider)",1856,1925,['en'],52,"{'Paranormal fiction', 'Fantasy fiction'}",,Dawn,Haggard,http://www.wikidata.org/entity/Q16385419,http://www.wikidata.org/entity/Q237196,1856,H. Rider Haggard,Q16385419,Q237196,0,1856,Dawn,H. Rider Haggard,male,United Kingdom of Great Britain and Ireland,,,1884,1925,1,,
90,90,223,PG10897,,The Wendigo,"Blackwood, Algernon",1869,1951,['en'],1607,{'Horror tales'},,The Wendigo,Blackwood,http://www.wikidata.org/entity/Q19102119,http://www.wikidata.org/entity/Q507991,1869,Algernon Blackwood,Q19102119,Q507991,0,1869,The Wendigo,Algernon Blackwood,male,United Kingdom,,,1910,1951,1,,
91,91,224,PG1089,,"Moon-Face, and Other Stories","London, Jack",1876,1916,['en'],250,"{'United States -- Social life and customs -- 20th century -- Fiction', 'Short stories'}",,Moon-Face,London,http://www.wikidata.org/entity/Q6907418,http://www.wikidata.org/entity/Q45765,1876,Jack London,Q6907418,Q45765,0,1876,Moon-Face,Jack London,male,United States of America,atheism,,1902,1916,1,,
92,92,225,PG108,,The Return of Sherlock Holmes,"Doyle, Arthur Conan",1859,1930,['en'],2102,"{'Detective and mystery stories, English', 'Holmes, Sherlock (Fictitious character) -- Fiction'}",,The Return of Sherlock Holmes,Doyle,http://www.wikidata.org/entity/Q725752,http://www.wikidata.org/entity/Q35610,1859,Arthur Conan Doyle,Q725752,Q35610,0,1859,The Return of Sherlock Holmes,Arthur Conan Doyle,male,United Kingdom,spiritism,English,1905,1930,1,,
93,93,138,PG9553,,The Return of Sherlock Holmes,"Doyle, Arthur Conan",1859,1930,['en'],223,"{'Detective and mystery stories, English', 'Private investigators -- England -- Fiction', 'Holmes, Sherlock (Fictitious character) -- Fiction'}",,The Return of Sherlock Holmes,Doyle,http://www.wikidata.org/entity/Q725752,http://www.wikidata.org/entity/Q35610,1859,Arthur Conan Doyle,Q725752,Q35610,0,1859,The Return of Sherlock Holmes,Arthur Conan Doyle,male,United Kingdom,spiritism,English,1905,1930,1,,
94,94,229,PG10911,,Buried Alive: A Tale of These Days,"Bennett, Arnold",1867,1931,['en'],45,"{'Artists -- Fiction', 'Painters -- Fiction', 'England -- Fiction', 'Mistaken identity -- Fiction', 'Valets -- Fiction'}",,Buried Alive,Bennett,http://www.wikidata.org/entity/Q108704082,http://www.wikidata.org/entity/Q314158,1867,Arnold Bennett,Q108704082,Q314158,0,1867,Buried Alive,Arnold Bennett,male,United Kingdom,,,1908,1931,1,,
95,95,230,PG10926,,Saxe Holm's Stories: First Series,"Jackson, Helen Hunt",1830,1885,['en'],20,"{'Short stories', 'United States -- Social life and customs -- 19th century -- Fiction'}",,Saxe Holm's Stories,Jackson,http://www.wikidata.org/entity/Q56157651,http://www.wikidata.org/entity/Q462363,1830,Helen Hunt Jackson,Q56157651,Q462363,0,1830,Saxe Holm's Stories,Helen Hunt Jackson,female,United States of America,,,1878,1885,1,,
96,96,231,PG10935,,The Wonderful Adventures of Nils,"Lagerlöf, Selma",1858,1940,['en'],195,"{'Sweden -- Juvenile fiction', 'Fantasy literature', 'Kindness -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Geese -- Juvenile fiction', 'Boys -- Juvenile fiction'}",,The Wonderful Adventures of Nils,Lagerlöf,http://www.wikidata.org/entity/Q726254,http://www.wikidata.org/entity/Q44519,1858,Selma Lagerlöf,Q726254,Q44519,0,1858,The Wonderful Adventures of Nils,Selma Lagerlöf,female,Sweden,Lutheranism,Swedish,1906,1940,1,,
97,97,232,PG10943,,Elusive Isabel,"Futrelle, Jacques",1875,1912,['en'],47,"{'Fiction', 'Spy stories'}",,Elusive Isabel,Futrelle,http://www.wikidata.org/entity/Q5367959,http://www.wikidata.org/entity/Q763341,1875,Jacques Futrelle,Q5367959,Q763341,0,1875,Elusive Isabel,Jacques Futrelle,male,United States of America,,,1909,1912,1,,
98,98,233,PG10948,,The Stories of the Three Burglars,"Stockton, Frank R.",1834,1902,['en'],36,"{'Burglars -- Fiction', 'Authors -- Fiction', 'Detectives -- Fiction', 'Storytelling -- Fiction', 'Aunts -- Fiction'}",,The Stories of the Three Burglars,Stockton,http://www.wikidata.org/entity/Q124090310,http://www.wikidata.org/entity/Q1444002,1834,Frank R. Stockton,Q124090310,Q1444002,0,1834,The Stories of the Three Burglars,Frank R. Stockton,male,United States of America,,,1890,1902,1,,
99,99,235,PG10966,,The Ghost Pirates,"Hodgson, William Hope",1877,1918,['en'],159,"{'Pirates -- Fiction', 'Horror tales', 'Science fiction', 'Sea stories', 'Fantasy fiction'}",,The Ghost Pirates,Hodgson,http://www.wikidata.org/entity/Q16200573,http://www.wikidata.org/entity/Q919277,1877,William Hope Hodgson,Q16200573,Q919277,0,1877,The Ghost Pirates,William Hope Hodgson,male,United Kingdom of Great Britain and Ireland,,,1909,1918,1,,
100,100,236,PG1096,,The Faith of Men,"London, Jack",1876,1916,['en'],66,"{'Manners and customs -- Fiction', 'Short stories, American'}",,The Faith of Men,London,http://www.wikidata.org/entity/Q64928814,http://www.wikidata.org/entity/Q45765,1876,Jack London,Q64928814,Q45765,0,1876,The Faith of Men,Jack London,male,United States of America,atheism,,1903,1916,1,,
101,101,237,PG10973,,The Late Mrs. Null,"Stockton, Frank R.",1834,1902,['en'],23,{'Virginia -- Social life and customs -- Fiction'},,The Late Mrs. Null,Stockton,http://www.wikidata.org/entity/Q124088613,http://www.wikidata.org/entity/Q1444002,1834,Frank R. Stockton,Q124088613,Q1444002,0,1834,The Late Mrs. Null,Frank R. Stockton,male,United States of America,,,1886,1902,1,,
102,102,238,PG10977,,The Grizzly King: A Romance of the Wild,"Curwood, James Oliver",1878,1927,['en'],43,"{'Wilderness areas -- Fiction', 'Grizzly bear -- Fiction'}",,The Grizzly King,Curwood,http://www.wikidata.org/entity/Q3486765,http://www.wikidata.org/entity/Q468156,1878,James Oliver Curwood,Q3486765,Q468156,0,1878,The Grizzly King,James Oliver Curwood,male,United States of America,,,1916,1927,1,,
103,103,239,PG10984,,Growth of the Soil,"Hamsun, Knut",1859,1952,['en'],98,{'Norway -- Fiction'},,Growth of the Soil,Hamsun,http://www.wikidata.org/entity/Q2266122,http://www.wikidata.org/entity/Q40826,1859,Knut Hamsun,Q2266122,Q40826,0,1859,Growth of the Soil,Knut Hamsun,male,Norway,,,1917,1952,1,,
104,104,240,PG1098,,The Turmoil: A Novel,"Tarkington, Booth",1869,1946,['en'],88,"{'Domestic fiction', 'Middle West -- Fiction', 'Children of the rich -- Fiction', 'Young men -- Fiction', 'City and town life -- Fiction', 'Bildungsromans', 'Social classes -- Fiction'}",,The Turmoil,Tarkington,http://www.wikidata.org/entity/Q30901576,http://www.wikidata.org/entity/Q893138,1869,Booth Tarkington,Q30901576,Q893138,0,1869,The Turmoil,Booth Tarkington,male,United States of America,,,1930,1946,1,,
