,Unnamed: 0.1,Unnamed: 0,id,found,title,author_x,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,bookLabel,authorLast,book,author_y,birthYear_x,authorLabel_x,book_QN,author_QN,index,birthYear_y,workLabel,authorLabel_y,genderLabel,citizenshipLabel,religionLabel,nativeLanguageLabel,PublicationYear,deathYear,deathYearMatch,,
624,624,1724,PG18109,,Graveyard of Dreams,"Piper, H. Beam",1904,1964,['en'],63,"{'Short stories', 'Science fiction'}",,Graveyard of Dreams,Piper,http://www.wikidata.org/entity/Q115532446,http://www.wikidata.org/entity/Q1364100,1904,H. Beam Piper,Q115532446,Q1364100,0,1904,Graveyard of Dreams,H. Beam Piper,male,United States of America,,,1958,1964,1,,
625,625,1725,PG1811,,Massimilla Doni,"Balzac, Honoré de",1799,1850,['en'],32,{'French fiction -- Translations into English'},,Massimilla Doni,Balzac,http://www.wikidata.org/entity/Q3297737,http://www.wikidata.org/entity/Q9711,1799,Honoré de Balzac,Q3297737,Q9711,0,1799,Massimilla Doni,Honoré de Balzac,male,France,Catholicism,French,1837,1850,1,,
626,626,1726,PG18137,,Little Fuzzy,"Piper, H. Beam",1904,1964,['en'],216,"{'Human-alien encounters -- Fiction', 'Science fiction'}",,Little Fuzzy,Piper,http://www.wikidata.org/entity/Q3233220,http://www.wikidata.org/entity/Q1364100,1904,H. Beam Piper,Q3233220,Q1364100,0,1904,Little Fuzzy,H. Beam Piper,male,United States of America,,,1962,1964,1,,
627,627,1727,PG18148,,Casanovas Heimfahrt,"Schnitzler, Arthur",1862,1931,['de'],46,"{'Casanova, Giacomo, 1725-1798 -- Fiction', 'Sex customs -- Fiction', 'Adventure stories', 'Europe -- Fiction', 'Biographical fiction'}",,Casanovas Heimfahrt,Schnitzler,http://www.wikidata.org/entity/Q946444,http://www.wikidata.org/entity/Q44331,1862,Arthur Schnitzler,Q946444,Q44331,0,1862,Casanovas Heimfahrt,Arthur Schnitzler,male,Austria,,,1918,1931,1,,
628,628,1732,PG18247,,The Last Man,"Shelley, Mary Wollstonecraft",1797,1851,['en'],1100,"{'Epidemics -- Fiction', 'End of the world -- Fiction', 'Twenty-first century -- Fiction', 'Science fiction'}",,The Last Man,Shelley,http://www.wikidata.org/entity/Q2323961,http://www.wikidata.org/entity/Q47152,1797,Mary Shelley,Q2323961,Q47152,0,1797,The Last Man,Mary Shelley,female,Kingdom of Great Britain,,English,1826,1851,1,,
629,629,1733,PG18259,,Gentle Julia,"Tarkington, Booth",1869,1946,['en'],28,{'Fiction'},,Gentle Julia,Tarkington,http://www.wikidata.org/entity/Q23307572,http://www.wikidata.org/entity/Q893138,1869,Booth Tarkington,Q23307572,Q893138,0,1869,Gentle Julia,Booth Tarkington,male,United States of America,,,1922,1946,1,,
630,630,1734,PG1826,,Sarrasine,"Balzac, Honoré de",1799,1850,['en'],391,"{'Autobiographical fiction', 'French fiction -- Translations into English'}",,Sarrasine,Balzac,http://www.wikidata.org/entity/Q2704213,http://www.wikidata.org/entity/Q9711,1799,Honoré de Balzac,Q2704213,Q9711,0,1799,Sarrasine,Honoré de Balzac,male,France,Catholicism,French,1831,1850,1,,
631,631,1738,PG18271,,Georges,"Dumas, Alexandre",1802,1870,['fr'],111,"{'Plantation life -- Mauritius -- Fiction', 'Mauritius -- Fiction', 'Black people -- France -- History -- 19th century -- Fiction', 'Slave trade -- Mauritius -- Fiction'}",,Georges,Dumas,http://www.wikidata.org/entity/Q3017080,http://www.wikidata.org/entity/Q38337,1802,Alexandre Dumas,Q3017080,Q38337,0,1802,Georges,Alexandre Dumas,male,France,,French,1843,1870,1,,
632,632,1739,PG1828,,"Chronicles of the Canongate, 1st Series","Scott, Walter",1771,1832,['en'],113,"{'Scotland -- Social life and customs -- Fiction', 'Scots -- Foreign countries -- Fiction'}",,Chronicles of the Canongate,Scott,http://www.wikidata.org/entity/Q17352486,http://www.wikidata.org/entity/Q79025,1771,Walter Scott,Q17352486,Q79025,0,1771,Chronicles of the Canongate,Walter Scott,male,United Kingdom,,English,1828,1832,1,,
633,633,1741,PG18291,,Hunger: Book One,"Hamsun, Knut",1859,1952,['he'],79,"{'Hunger -- Fiction', 'Urban poor -- Fiction', 'Authors -- Fiction', 'Starvation -- Fiction', 'Norway -- Fiction'}",,Hunger,Hamsun,http://www.wikidata.org/entity/Q1062365,http://www.wikidata.org/entity/Q40826,1859,Knut Hamsun,Q1062365,Q40826,0,1859,Hunger,Knut Hamsun,male,Norway,,,1890,1952,1,,
634,634,297,PG60728,,Hunger,"Hamsun, Knut",1859,1952,['de'],84,"{'Hunger -- Fiction', 'Urban poor -- Fiction', 'Authors -- Fiction', 'Starvation -- Fiction', 'Norway -- Fiction'}",,Hunger,Hamsun,http://www.wikidata.org/entity/Q1062365,http://www.wikidata.org/entity/Q40826,1859,Knut Hamsun,Q1062365,Q40826,0,1859,Hunger,Knut Hamsun,male,Norway,,,1890,1952,1,,
635,635,523,PG8387,,Hunger,"Hamsun, Knut",1859,1952,['en'],346,"{'Hunger -- Fiction', 'Urban poor -- Fiction', 'Authors -- Fiction', 'Starvation -- Fiction', 'Norway -- Fiction'}",,Hunger,Hamsun,http://www.wikidata.org/entity/Q1062365,http://www.wikidata.org/entity/Q40826,1859,Knut Hamsun,Q1062365,Q40826,0,1859,Hunger,Knut Hamsun,male,Norway,,,1890,1952,1,,
636,636,1742,PG18321,,Acté,"Dumas, Alexandre",1802,1870,['fr'],49,"{'Rome -- History -- Nero, 54-68 -- Fiction'}",,Acté,Dumas,http://www.wikidata.org/entity/Q4060089,http://www.wikidata.org/entity/Q38337,1802,Alexandre Dumas,Q4060089,Q38337,0,1802,Acté,Alexandre Dumas,male,France,,French,1839,1870,1,,
637,637,1743,PG18328,,The Story of Sigurd the Volsung and the Fall of the Niblungs,"Morris, William",1834,1896,['en'],115,{'Völsunga saga'},,The Story of Sigurd the Volsung and the Fall of the Niblungs,Morris,http://www.wikidata.org/entity/Q7766797,http://www.wikidata.org/entity/Q182589,1834,William Morris,Q7766797,Q182589,0,1834,The Story of Sigurd the Volsung and the Fall of the Niblungs,William Morris,male,United Kingdom,,English,1876,1896,1,,
638,638,1744,PG18338,,The Complete Poems of Paul Laurence Dunbar,"Dunbar, Paul Laurence",1872,1906,['en'],153,{'African Americans -- Poetry'},,The Complete Poems of Paul Laurence Dunbar,Dunbar,http://www.wikidata.org/entity/Q20984760,http://www.wikidata.org/entity/Q974678,1872,Paul Laurence Dunbar,Q20984760,Q974678,0,1872,The Complete Poems of Paul Laurence Dunbar,Paul Laurence Dunbar,male,United States of America,,,1913,1906,1,,
639,639,1745,PG18342,,The Answer,"Piper, H. Beam",1904,1964,['en'],87,"{'Short stories', 'Science fiction'}",,The Answer,Piper,http://www.wikidata.org/entity/Q7713896,http://www.wikidata.org/entity/Q1364100,1904,H. Beam Piper,Q7713896,Q1364100,0,1904,The Answer,H. Beam Piper,male,United States of America,,,1959,1964,1,,
640,640,1746,PG1837,,The Prince and the Pauper,"Twain, Mark",1835,1910,['en'],4040,"{'Lookalikes -- Fiction', 'Boys -- Fiction', 'London (England) -- Fiction', 'Impostors and imposture -- Fiction', 'Princes -- Fiction', 'Edward VI, King of England, 1537-1553 -- Fiction', 'Historical fiction', 'Social classes -- Fiction', 'Poor children -- Fiction'}",,The Prince and the Pauper,Twain,http://www.wikidata.org/entity/Q869725,http://www.wikidata.org/entity/Q7245,1835,Mark Twain,Q869725,Q7245,0,1835,The Prince and the Pauper,Mark Twain,male,United States of America,atheism,,1881,1910,1,,
641,641,9,PG7154,,"The Prince and the Pauper, Part 1.","Twain, Mark",1835,1910,['en'],67,"{'Lookalikes -- Fiction', 'Boys -- Fiction', 'London (England) -- Fiction', 'Impostors and imposture -- Fiction', 'Princes -- Fiction', 'Edward VI, King of England, 1537-1553 -- Fiction', 'Historical fiction', 'Social classes -- Fiction', 'Poor children -- Fiction'}",,The Prince and the Pauper,Twain,http://www.wikidata.org/entity/Q869725,http://www.wikidata.org/entity/Q7245,1835,Mark Twain,Q869725,Q7245,0,1835,The Prince and the Pauper,Mark Twain,male,United States of America,atheism,,1881,1910,1,,
642,642,1750,PG18387,,The Days of Bruce: A Story from Scottish History. Vol. 1,"Aguilar, Grace",1816,1847,['en'],25,"{'Robert I, King of Scots, 1274-1329 -- Fiction', 'Scotland -- History -- Robert I, 1306-1329 -- Fiction'}",,The Days of Bruce,Aguilar,http://www.wikidata.org/entity/Q111888880,http://www.wikidata.org/entity/Q298152,1816,Grace Aguilar,Q111888880,Q298152,0,1816,The Days of Bruce,Grace Aguilar,female,British Empire,Judaism,,1852,1847,1,,
643,643,1751,PG1840,,The Financier: A Novel,"Dreiser, Theodore",1871,1945,['en'],820,"{'Psychological fiction', 'Capitalists and financiers -- Fiction'}",,The Financier,Dreiser,http://www.wikidata.org/entity/Q577607,http://www.wikidata.org/entity/Q486096,1871,Theodore Dreiser,Q577607,Q486096,0,1871,The Financier,Theodore Dreiser,male,United States of America,atheism,,1912,1945,1,,
644,644,1752,PG1841,,Z. Marcas,"Balzac, Honoré de",1799,1850,['en'],91,{'French fiction -- Translations into English'},,Z. Marcas,Balzac,http://www.wikidata.org/entity/Q3107447,http://www.wikidata.org/entity/Q9711,1799,Honoré de Balzac,Q3107447,Q9711,0,1799,Z. Marcas,Honoré de Balzac,male,France,Catholicism,French,1831,1850,1,,
645,645,1754,PG1842,,"Michael Strogoff; Or, The Courier of the Czar","Verne, Jules",1828,1905,['en'],203,"{'Heroes -- Fiction', 'Historical fiction', 'Russia -- History -- Alexander II, 1855-1881 -- Fiction', 'Tatars -- Fiction'}",,Michael Strogoff,Verne,http://www.wikidata.org/entity/Q1121567,http://www.wikidata.org/entity/Q33977,1828,Jules Verne,Q1121567,Q33977,0,1828,Michael Strogoff,Jules Verne,male,France,Catholicism,French,1876,1905,1,,
646,646,937,PG8987,,Michael Strogoff,"Verne, Jules",1828,1905,['en'],10,"{'Heroes -- Fiction', 'Historical fiction', 'Russia -- History -- Alexander II, 1855-1881 -- Fiction', 'Tatars -- Fiction'}",,Michael Strogoff,Verne,http://www.wikidata.org/entity/Q1121567,http://www.wikidata.org/entity/Q33977,1828,Jules Verne,Q1121567,Q33977,0,1828,Michael Strogoff,Jules Verne,male,France,Catholicism,French,1876,1905,1,,
647,647,1755,PG18458,,Star Born,"Norton, Andre",1912,2005,['en'],191,"{'Space colonies -- Fiction', 'Science fiction'}",,Star Born,Norton,http://www.wikidata.org/entity/Q19902789,http://www.wikidata.org/entity/Q235899,1912,Andre Norton,Q19902789,Q235899,0,1912,Star Born,Andre Norton,female,United States of America,,,1957,2005,1,,
648,648,1756,PG1845,,"Zuleika Dobson; Or, An Oxford Love Story","Beerbohm, Max, Sir",1872,1956,['en'],177,"{'Love stories', 'Oxford (England) -- Fiction', 'Young women -- Fiction', 'University of Oxford -- Fiction', 'College stories', 'College students -- Fiction'}",,Zuleika Dobson,Beerbohm,http://www.wikidata.org/entity/Q8075113,http://www.wikidata.org/entity/Q472071,1872,Max Beerbohm,Q8075113,Q472071,0,1872,Zuleika Dobson,Max Beerbohm,male,United Kingdom,,,1911,1956,1,,
649,649,1757,PG1848,,Montezuma's Daughter,"Haggard, H. Rider (Henry Rider)",1856,1925,['en'],130,"{'Mexico -- History -- Conquest, 1519-1540 -- Fiction'}",,Montezuma's Daughter,Haggard,http://www.wikidata.org/entity/Q401954,http://www.wikidata.org/entity/Q237196,1856,H. Rider Haggard,Q401954,Q237196,0,1856,Montezuma's Daughter,H. Rider Haggard,male,United Kingdom of Great Britain and Ireland,,,1893,1925,1,,
650,650,1758,PG18508,,"Arthur Mervyn; Or, Memoirs of the Year 1793","Brown, Charles Brockden",1771,1810,['en'],96,"{'Murderers -- Fiction', 'Horror tales', 'Psychological fiction', 'Young men -- Fiction', 'Philadelphia (Pa.) -- Fiction', 'Yellow fever -- Fiction'}",,Arthur Mervyn,Brown,http://www.wikidata.org/entity/Q4799713,http://www.wikidata.org/entity/Q468280,1771,Charles Brockden Brown,Q4799713,Q468280,0,1771,Arthur Mervyn,Charles Brockden Brown,male,United States of America,,,1799,1810,1,,
651,651,1759,PG18555,,A Chance Acquaintance,"Howells, William Dean",1837,1920,['en'],12,"{'Young women -- Fiction', 'Boston (Mass.) -- Fiction', 'Saint Lawrence River -- Fiction', 'Upper class -- Fiction', 'Bildungsromans'}",,A Chance Acquaintance,Howells,http://www.wikidata.org/entity/Q9137771,http://www.wikidata.org/entity/Q526709,1837,William Dean Howells,Q9137771,Q526709,0,1837,A Chance Acquaintance,William Dean Howells,male,United States of America,,English,1873,1920,1,,
652,652,1760,PG18566,,Hawthorne: (English Men of Letters Series),"James, Henry",1843,1916,['en'],116,"{'Novelists, American -- 19th century -- Biography', 'Hawthorne, Nathaniel, 1804-1864'}",,Hawthorne,James,http://www.wikidata.org/entity/Q5685558,http://www.wikidata.org/entity/Q170509,1843,Henry James,Q5685558,Q170509,0,1843,Hawthorne,Henry James,male,United States of America,,English,1879,1916,1,,
653,653,1761,PG1857,,Initials Only,"Green, Anna Katharine",1846,1935,['en'],51,"{'Fiction', 'Detective and mystery stories'}",,Initials Only,Green,http://www.wikidata.org/entity/Q3715991,http://www.wikidata.org/entity/Q442130,1846,Anna Katharine Green,Q3715991,Q442130,0,1846,Initials Only,Anna Katharine Green,female,United States of America,,,1911,1935,1,,
654,654,1762,PG1858,,Plain Tales from the Hills,"Kipling, Rudyard",1865,1936,['en'],416,"{'British -- India -- Fiction', 'India -- History -- British occupation, 1765-1947 -- Fiction', 'Short stories, English'}",,Plain Tales from the Hills,Kipling,http://www.wikidata.org/entity/Q3484772,http://www.wikidata.org/entity/Q34743,1865,Rudyard Kipling,Q3484772,Q34743,0,1865,Plain Tales from the Hills,Rudyard Kipling,male,United Kingdom,,English,1888,1936,1,,
655,655,1765,PG18604,,The Ice-Maiden: and Other Tales.,"Andersen, H. C. (Hans Christian)",1805,1875,['en'],45,{'Fairy tales'},,The Ice-Maiden,Andersen,http://www.wikidata.org/entity/Q7741258,http://www.wikidata.org/entity/Q5673,1805,Hans Christian Andersen,Q7741258,Q5673,0,1805,The Ice-Maiden,Hans Christian Andersen,male,Denmark–Norway,Lutheranism,Danish,1861,1875,1,,
656,656,1766,PG1862,,Tartarin of Tarascon,"Daudet, Alphonse",1840,1897,['en'],44,"{'Lion hunting -- Fiction', 'Algeria -- Fiction'}",,Tartarin of Tarascon,Daudet,http://www.wikidata.org/entity/Q1691889,http://www.wikidata.org/entity/Q228546,1840,Alphonse Daudet,Q1691889,Q228546,0,1840,Tartarin of Tarascon,Alphonse Daudet,male,France,,French,1872,1897,1,,
657,657,1767,PG18640,,Phineas Redux,"Trollope, Anthony",1815,1882,['en'],145,"{'Dublin (Ireland) -- Fiction', 'Legislators -- Crimes against -- Fiction', 'Psychological fiction', 'Legislators -- Fiction', 'Suspense fiction', 'Political fiction', 'Widowers -- Fiction', 'Palliser, Plantagenet (Fictitious character) -- Fiction', 'London (England) -- Fiction'}",,Phineas Redux,Trollope,http://www.wikidata.org/entity/Q7186370,http://www.wikidata.org/entity/Q318399,1815,Anthony Trollope,Q7186370,Q318399,0,1815,Phineas Redux,Anthony Trollope,male,United Kingdom of Great Britain and Ireland,,,1874,1882,1,,
658,658,1768,PG18654,,What Might Have Been Expected,"Stockton, Frank R.",1834,1902,['en'],32,"{'African Americans -- Juvenile fiction', 'United States -- Social life and customs -- 19th century -- Juvenile fiction', 'Old age -- Juvenile fiction'}",,What Might Have Been Expected,Stockton,http://www.wikidata.org/entity/Q124091287,http://www.wikidata.org/entity/Q1444002,1834,Frank R. Stockton,Q124091287,Q1444002,0,1834,What Might Have Been Expected,Frank R. Stockton,male,United States of America,,,1889,1902,1,,
659,659,1770,PG18719,,Space Tug,"Leinster, Murray",1896,1975,['en'],67,"{'Sabotage -- Fiction', 'Space stations -- Fiction', 'Science fiction'}",,Space Tug,Leinster,http://www.wikidata.org/entity/Q7572535,http://www.wikidata.org/entity/Q550449,1896,Murray Leinster,Q7572535,Q550449,0,1896,Space Tug,Murray Leinster,male,United States of America,,,1953,1975,1,,
660,660,1771,PG18724,,Hokousaï: L'art japonais au XVII Siècle,"Goncourt, Edmond de",1822,1896,['fr'],23,"{'Katsushika, Hokusai, 1760-1849', 'Art, Japanese -- Edo period, 1600-1868'}",,Hokousaï,Goncourt,http://www.wikidata.org/entity/Q19173777,http://www.wikidata.org/entity/Q1249210,1822,Edmond de Goncourt,Q19173777,Q1249210,0,1822,Hokousaï,Edmond de Goncourt,male,France,,,1896,1896,1,,
661,661,1772,PG1872,,The Red House Mystery,"Milne, A. A. (Alan Alexander)",1882,1956,['en'],659,"{'England -- Fiction', 'Detective and mystery stories'}",,The Red House Mystery,Milne,http://www.wikidata.org/entity/Q7759881,http://www.wikidata.org/entity/Q207036,1882,A. A. Milne,Q7759881,Q207036,0,1882,The Red House Mystery,A. A. Milne,male,United Kingdom,,English,1922,1956,1,,
662,662,1776,PG1873,,Gambara,"Balzac, Honoré de",1799,1850,['en'],125,{'French fiction -- Translations into English'},,Gambara,Balzac,http://www.wikidata.org/entity/Q3094928,http://www.wikidata.org/entity/Q9711,1799,Honoré de Balzac,Q3094928,Q9711,0,1799,Gambara,Honoré de Balzac,male,France,Catholicism,French,1837,1850,1,,
663,663,1777,PG18744,,Tuonelan joutsen; Sota valosta; Johan Wilhelm,"Leino, Eino",1878,1926,['fi'],15,{'Drama'},,Tuonelan joutsen,Leino,http://www.wikidata.org/entity/Q20916977,http://www.wikidata.org/entity/Q360079,1878,Eino Leino,Q20916977,Q360079,0,1878,Tuonelan joutsen,Eino Leino,male,Finland,,,1898,1926,1,,
664,664,1778,PG1874,,The Railway Children,"Nesbit, E. (Edith)",1858,1924,['en'],1642,"{'Railroads -- Fiction', 'Siblings -- Fiction', 'Family life -- Fiction', 'England -- Fiction', 'Country life -- England -- Fiction'}",,The Railway Children,Nesbit,http://www.wikidata.org/entity/Q969970,http://www.wikidata.org/entity/Q231708,1858,Edith Nesbit,Q969970,Q231708,0,1858,The Railway Children,Edith Nesbit,female,United Kingdom,,English,1906,1924,1,,
665,665,1779,PG1878,,A Millionaire of Yesterday,"Oppenheim, E. Phillips (Edward Phillips)",1866,1946,['en'],63,"{'Fiction', 'Detective and mystery stories'}",,A Millionaire of Yesterday,Oppenheim,http://www.wikidata.org/entity/Q124080935,http://www.wikidata.org/entity/Q163069,1866,E. Phillips Oppenheim,Q124080935,Q163069,0,1866,A Millionaire of Yesterday,E. Phillips Oppenheim,male,United Kingdom,,,1900,1946,1,,
666,666,1780,PG18800,,Last Enemy,"Piper, H. Beam",1904,1964,['en'],67,{'Science fiction'},,Last Enemy,Piper,http://www.wikidata.org/entity/Q6494330,http://www.wikidata.org/entity/Q1364100,1904,H. Beam Piper,Q6494330,Q1364100,0,1904,Last Enemy,H. Beam Piper,male,United States of America,,,1950,1964,1,,
667,667,1781,PG18807,,He Walked Around the Horses,"Piper, H. Beam",1904,1964,['en'],80,{'Science fiction'},,He Walked Around the Horses,Piper,http://www.wikidata.org/entity/Q3203737,http://www.wikidata.org/entity/Q1364100,1904,H. Beam Piper,Q3203737,Q1364100,0,1904,He Walked Around the Horses,H. Beam Piper,male,United States of America,,,1948,1964,1,,
668,668,1782,PG18810,,Alec Forbes of Howglen,"MacDonald, George",1824,1905,['en'],45,"{'Scotland -- Fiction', 'Christian fiction'}",,Alec Forbes of Howglen,MacDonald,http://www.wikidata.org/entity/Q4714138,http://www.wikidata.org/entity/Q368519,1824,George MacDonald,Q4714138,Q368519,0,1824,Alec Forbes of Howglen,George MacDonald,male,United Kingdom of Great Britain and Ireland,Presbyterianism,,1865,1905,1,,
669,669,1784,PG18825,,Quentin Durward,"Scott, Walter",1771,1832,['fr'],16,"{'France -- History -- Louis XI, 1461-1483 -- Fiction', 'Scots -- France -- Fiction', 'Louis XI, King of France, 1423-1483 -- Fiction', 'Charles, Duke of Burgundy, 1433-1477 -- Fiction', 'Historical fiction'}",,Quentin Durward,Scott,http://www.wikidata.org/entity/Q2469230,http://www.wikidata.org/entity/Q79025,1771,Walter Scott,Q2469230,Q79025,0,1771,Quentin Durward,Walter Scott,male,United Kingdom,,English,1823,1832,1,,
670,670,442,PG7853,,Quentin Durward,"Scott, Walter",1771,1832,['en'],166,"{'France -- History -- Louis XI, 1461-1483 -- Fiction', 'Scots -- France -- Fiction', 'Louis XI, King of France, 1423-1483 -- Fiction', 'Charles, Duke of Burgundy, 1433-1477 -- Fiction', 'Historical fiction'}",,Quentin Durward,Scott,http://www.wikidata.org/entity/Q2469230,http://www.wikidata.org/entity/Q79025,1771,Walter Scott,Q2469230,Q79025,0,1771,Quentin Durward,Walter Scott,male,United Kingdom,,English,1823,1832,1,,
671,671,1785,PG18837,,"Commentarii de Bello Gallico, Libri V-VIII","Caesar, Julius",-99,-43,['la'],165,"{'Gaul -- History -- Gallic Wars, 58-51 B.C.'}",,Commentarii de Bello Gallico,Caesar,http://www.wikidata.org/entity/Q106199,http://www.wikidata.org/entity/Q1048,-99,Julius Caesar,Q106199,Q1048,0,-99,Commentarii de Bello Gallico,Julius Caesar,male,Ancient Rome,ancient Roman religion,Latin,-57,-43,1,,
672,672,1790,PG18855,,The Return,"McGuire, John J. (John Joseph)",1917,1981,['en'],42,{'Science fiction'},,The Return,McGuire,http://www.wikidata.org/entity/Q7760383,http://www.wikidata.org/entity/Q6241173,1917,John J. McGuire,Q7760383,Q6241173,0,1917,The Return,John J. McGuire,male,United States of America,,,1954,1981,1,,
673,673,1796,PG18864,,"Mémoires d'Outre-Tombe, Tome 1","Chateaubriand, François-René, vicomte de",1768,1848,['fr'],187,"{'Napoleon I, Emperor of the French, 1769-1821 -- Contemporaries', ""Enghien, Louis-Antoine-Henri de Bourbon, duc d', 1772-1804"", 'France -- History -- Consulate and First Empire, 1799-1815'}",,Mémoires d'Outre-Tombe,Chateaubriand,http://www.wikidata.org/entity/Q2263221,http://www.wikidata.org/entity/Q49767,1768,François-Auguste-René de Chateaubriand,Q2263221,Q49767,0,1768,Mémoires d'Outre-Tombe,François-Auguste-René de Chateaubriand,male,France,Catholicism,French,1849,1848,1,,
674,674,157,PG45550,,"Mémoires d'Outre-Tombe, Tome 3","Chateaubriand, François-René, vicomte de",1768,1848,['fr'],70,"{'Napoleon I, Emperor of the French, 1769-1821 -- Contemporaries', ""Enghien, Louis-Antoine-Henri de Bourbon, duc d', 1772-1804"", 'France -- History -- Consulate and First Empire, 1799-1815'}",,Mémoires d'Outre-Tombe,Chateaubriand,http://www.wikidata.org/entity/Q2263221,http://www.wikidata.org/entity/Q49767,1768,François-Auguste-René de Chateaubriand,Q2263221,Q49767,0,1768,Mémoires d'Outre-Tombe,François-Auguste-René de Chateaubriand,male,France,Catholicism,French,1849,1848,1,,
675,675,1812,PG1887,,The Life of the Spider,"Fabre, Jean-Henri",1823,1915,['en'],258,{'Spiders'},,The Life of the Spider,Fabre,http://www.wikidata.org/entity/Q51432921,http://www.wikidata.org/entity/Q313348,1823,Jean-Henri Fabre,Q51432921,Q313348,0,1823,The Life of the Spider,Jean-Henri Fabre,male,France,,,1912,1915,1,,
676,676,1813,PG1887,,The Life of the Spider,"Fabre, Jean-Henri",1823,1915,['en'],258,{'Spiders'},,The Life of the Spider,Fabre,http://www.wikidata.org/entity/Q51499519,http://www.wikidata.org/entity/Q313348,1823,Jean-Henri Fabre,Q51499519,Q313348,0,1823,The Life of the Spider,Jean-Henri Fabre,male,France,,,1912,1915,1,,
677,677,1814,PG1887,,The Life of the Spider,"Fabre, Jean-Henri",1823,1915,['en'],258,{'Spiders'},,The Life of the Spider,Fabre,http://www.wikidata.org/entity/Q64992886,http://www.wikidata.org/entity/Q313348,1823,Jean-Henri Fabre,Q64992886,Q313348,0,1823,The Life of the Spider,Jean-Henri Fabre,male,France,,,1912,1915,1,,
678,678,1816,PG18883,,The Four Feathers,"Mason, A. E. W. (Alfred Edward Woodley)",1865,1948,['en'],71,"{'Cowardice -- Fiction', 'Love stories', 'Male friendship -- Fiction', 'Soldiers -- Fiction', 'Sudan -- Fiction', 'Adventure stories', 'War stories', 'British -- Sudan -- Fiction'}",,The Four Feathers,Mason,http://www.wikidata.org/entity/Q1248698,http://www.wikidata.org/entity/Q382786,1865,Alfred Edward Woodley Mason,Q1248698,Q382786,0,1865,The Four Feathers,Alfred Edward Woodley Mason,male,United Kingdom,,,1902,1948,1,,
679,679,1817,PG18888,,Ang mga Anak Dalita,"Mariano, Patricio",1877,1935,['tl'],46,{'Poetry'},,Ang mga Anak Dalita,Mariano,http://www.wikidata.org/entity/Q4761893,http://www.wikidata.org/entity/Q1347392,1877,Patricio Mariano,Q4761893,Q1347392,0,1877,Ang mga Anak Dalita,Patricio Mariano,male,Philippines,,,1911,1935,1,,
680,680,1818,PG18891,,Dot and the Kangaroo,"Pedley, Ethel C.",1859,1898,['en'],61,"{'Animals -- Australia -- Juvenile fiction', 'Kangaroos -- Juvenile fiction'}",,Dot and the Kangaroo,Pedley,http://www.wikidata.org/entity/Q4355403,http://www.wikidata.org/entity/Q5403184,1859,Ethel Pedley,Q4355403,Q5403184,0,1859,Dot and the Kangaroo,Ethel Pedley,female,Australia,,,1899,1898,1,,
681,681,1823,PG1895,,Armadale,"Collins, Wilkie",1824,1889,['en'],262,"{'Fate and fatalism -- Fiction', 'Men -- England -- Fiction', 'Psychological fiction', 'England -- Social life and customs -- 19th century -- Fiction', 'England -- Fiction', 'Fathers and sons -- Fiction'}",,Armadale,Collins,http://www.wikidata.org/entity/Q4792516,http://www.wikidata.org/entity/Q210740,1824,Wilkie Collins,Q4792516,Q210740,0,1824,Armadale,Wilkie Collins,male,United Kingdom of Great Britain and Ireland,,,1866,1889,1,,
682,682,1824,PG18979,,"Narrative of a Journey to the Shores of the Polar Sea, in the Years 1819-20-21-22, Volume 1","Franklin, John",1786,1847,['en'],99,"{'Northwest Passage', 'Arctic regions -- Discovery and exploration -- British', 'Canada, Northern -- Description and travel', 'Explorers -- Great Britain -- Diaries', 'Franklin, John, 1786-1847 -- Diaries'}",,Narrative of a Journey to the Shores of the Polar Sea,Franklin,http://www.wikidata.org/entity/Q6038304,http://www.wikidata.org/entity/Q2655,1786,John Franklin,Q6038304,Q2655,0,1786,Narrative of a Journey to the Shores of the Polar Sea,John Franklin,male,Kingdom of Great Britain,,,1823,1847,1,,
683,683,1828,PG1898,,Albert Savarus,"Balzac, Honoré de",1799,1850,['en'],45,"{'French fiction -- Translations into English', 'France -- Social life and customs -- 19th century -- Fiction'}",,Albert Savarus,Balzac,http://www.wikidata.org/entity/Q2740921,http://www.wikidata.org/entity/Q9711,1799,Honoré de Balzac,Q2740921,Q9711,0,1799,Albert Savarus,Honoré de Balzac,male,France,Catholicism,French,1842,1850,1,,
684,684,1830,PG19000,,Printcrime,"Doctorow, Cory",1971,,['en'],28,"{'Short stories', 'Science fiction'}",,Printcrime,Doctorow,http://www.wikidata.org/entity/Q71874371,http://www.wikidata.org/entity/Q110436,1971,Cory Doctorow,Q71874371,Q110436,0,1971,Printcrime,Cory Doctorow,male,Canada,atheism,,2006,,1,,
685,685,1831,PG1900,,Typee: A Romance of the South Seas,"Melville, Herman",1819,1891,['en'],244,"{'Adventure stories', 'Sailors -- Fiction', 'Indigenous peoples -- Fiction', 'Marquesas Islands (French Polynesia) -- Fiction'}",,Typee,Melville,http://www.wikidata.org/entity/Q2463076,http://www.wikidata.org/entity/Q4985,1819,Herman Melville,Q2463076,Q4985,0,1819,Typee,Herman Melville,male,United States of America,,English,1846,1891,1,,
