,id,found,title,author_x,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,bookLabel,authorLast,book,author_y,birthYear,authorLabel,book_QN,author_QN
924,PG8972,,The First Men in the Moon,"Wells, H. G. (Herbert George)",1866,1946,['en'],9,"{'Utopian fiction', 'Satire', 'Science fiction', 'Utopias -- Fiction', 'Space flight to the moon -- Fiction'}",,The First Men in the Moon,Wells,http://www.wikidata.org/entity/Q1218232,http://www.wikidata.org/entity/Q42511,1866,H. G. Wells,Q1218232,Q42511
925,PG8973,,Little Wars,"Wells, H. G. (Herbert George)",1866,1946,['en'],5,{'War games'},,Little Wars,Wells,http://www.wikidata.org/entity/Q1069465,http://www.wikidata.org/entity/Q42511,1866,H. G. Wells,Q1069465,Q42511
926,PG8974,,The Invisible Man: A Grotesque Romance,"Wells, H. G. (Herbert George)",1866,1946,['en'],21,"{'Psychological fiction', 'Mentally ill -- Fiction', 'Scientists -- Fiction', 'Science fiction'}",,The Invisible Man,Wells,http://www.wikidata.org/entity/Q1539509,http://www.wikidata.org/entity/Q42511,1866,H. G. Wells,Q1539509,Q42511
927,PG8975,,The Research Magnificent,"Wells, H. G. (Herbert George)",1866,1946,['en'],18,"{'Nobility -- Fiction', 'Aristocracy (Social class) -- Fiction', 'Science fiction'}",,The Research Magnificent,Wells,http://www.wikidata.org/entity/Q7760264,http://www.wikidata.org/entity/Q42511,1866,H. G. Wells,Q7760264,Q42511
928,PG8976,,The War of the Worlds,"Wells, H. G. (Herbert George)",1866,1946,['en'],50,"{'Mars (Planet) -- Fiction', 'Space warfare -- Fiction', 'Imaginary wars and battles -- Fiction', 'Science fiction', 'Life on other planets -- Fiction', 'Martians -- Fiction', 'War stories'}",,The War of the Worlds,Wells,http://www.wikidata.org/entity/Q213019,http://www.wikidata.org/entity/Q42511,1866,H. G. Wells,Q213019,Q42511
929,PG8977,,The Wheels of Chance,"Wells, H. G. (Herbert George)",1866,1946,['en'],8,{'Cycling -- Fiction'},,The Wheels of Chance,Wells,http://www.wikidata.org/entity/Q2066902,http://www.wikidata.org/entity/Q42511,1866,H. G. Wells,Q2066902,Q42511
930,PG8979,,Five Weeks in a Balloon,"Verne, Jules",1828,1905,['en'],11,"{'Science fiction', 'Adventure stories', 'Balloons -- Fiction', 'Africa -- Fiction', 'Voyages and travels -- Fiction'}",,Five Weeks in a Balloon,Verne,http://www.wikidata.org/entity/Q622634,http://www.wikidata.org/entity/Q33977,1828,Jules Verne,Q622634,Q33977
931,PG897,,The Rose and the Ring,"Thackeray, William Makepeace",1811,1863,['en'],141,"{""Children's stories"", 'Fairy tales'}",,The Rose and the Ring,Thackeray,http://www.wikidata.org/entity/Q7761552,http://www.wikidata.org/entity/Q167768,1811,William Makepeace Thackeray,Q7761552,Q167768
932,PG8980,,Robur the Conqueror,"Verne, Jules",1828,1905,['en'],23,"{'Aeronautics -- Fiction', 'Science fiction'}",,Robur the Conqueror,Verne,http://www.wikidata.org/entity/Q978723,http://www.wikidata.org/entity/Q33977,1828,Jules Verne,Q978723,Q33977
933,PG8981,,Eight Hundred Leagues on the Amazon,"Verne, Jules",1828,1905,['en'],4,"{'Peru -- Social life and customs -- Fiction', 'Brazil -- Social life and customs -- Fiction', 'Amazon River -- Fiction', 'Rafts -- Fiction', 'Adventure and adventurers -- Fiction', 'Voyages and travels -- Fiction'}",,Eight Hundred Leagues on the Amazon,Verne,http://www.wikidata.org/entity/Q1213684,http://www.wikidata.org/entity/Q33977,1828,Jules Verne,Q1213684,Q33977
934,PG8982,,Around the World in Eighty Days,"Verne, Jules",1828,1905,['en'],20,"{'Adventure stories', 'Voyages around the world -- Fiction'}",,Around the World in Eighty Days,Verne,http://www.wikidata.org/entity/Q1219561,http://www.wikidata.org/entity/Q33977,1828,Jules Verne,Q1219561,Q33977
935,PG8984,,Off on a Comet,"Verne, Jules",1828,1905,['en'],31,{'Science fiction'},,Off on a Comet,Verne,http://www.wikidata.org/entity/Q966572,http://www.wikidata.org/entity/Q33977,1828,Jules Verne,Q966572,Q33977
936,PG8985,,In Search of the Castaways,"Verne, Jules",1828,1905,['en'],7,"{'Australia -- Fiction', 'South America -- Fiction', 'Ship captains -- Fiction', 'Ocean travel -- Fiction', 'Castaways -- Fiction', 'Seafaring life -- Fiction', 'Voyages and travels -- Fiction', 'New Zealand -- Fiction'}",,In Search of the Castaways,Verne,http://www.wikidata.org/entity/Q1213902,http://www.wikidata.org/entity/Q33977,1828,Jules Verne,Q1213902,Q33977
937,PG8987,,Michael Strogoff,"Verne, Jules",1828,1905,['en'],10,"{'Heroes -- Fiction', 'Historical fiction', 'Russia -- History -- Alexander II, 1855-1881 -- Fiction', 'Tatars -- Fiction'}",,Michael Strogoff,Verne,http://www.wikidata.org/entity/Q1121567,http://www.wikidata.org/entity/Q33977,1828,Jules Verne,Q1121567,Q33977
938,PG8989,,"The Survivors of the Chancellor: Diary of J.R. Kazallon, Passenger","Verne, Jules",1828,1905,['en'],21,"{'Shipwreck victims -- Fiction', 'Shipwrecks -- Fiction', 'Cargo ships -- Fiction', 'Ship captains -- Fiction', 'Sea stories'}",,The Survivors of the Chancellor,Verne,http://www.wikidata.org/entity/Q1192756,http://www.wikidata.org/entity/Q33977,1828,Jules Verne,Q1192756,Q33977
939,PG898,,The Lesson of the Master,"James, Henry",1843,1916,['en'],113,"{'Psychological fiction', 'Mentoring of authors -- Fiction', 'Authors -- Fiction', 'Young men -- Fiction'}",,The Lesson of the Master,James,http://www.wikidata.org/entity/Q7746978,http://www.wikidata.org/entity/Q170509,1843,Henry James,Q7746978,Q170509
940,PG8991,,"The Fur Country: Or, Seventy Degrees North Latitude","Verne, Jules",1828,1905,['en'],44,"{'Earthquakes -- Fiction', 'Northwest Territories -- Fiction', 'Survival -- Fiction', 'Fur traders -- Fiction'}",,The Fur Country,Verne,http://www.wikidata.org/entity/Q1169463,http://www.wikidata.org/entity/Q33977,1828,Jules Verne,Q1169463,Q33977
941,PG8993,,The Mysterious Island,"Verne, Jules",1828,1905,['en'],156,"{'Adventure stories', 'Islands of the Pacific -- Fiction', 'Castaways -- Fiction', 'Science fiction'}",,The Mysterious Island,Verne,http://www.wikidata.org/entity/Q471005,http://www.wikidata.org/entity/Q33977,1828,Jules Verne,Q471005,Q33977
942,PG8999,,Das Kloster bei Sendomir,"Grillparzer, Franz",1791,1872,['de'],7,{'Poland -- Fiction'},,Das Kloster bei Sendomir,Grillparzer,http://www.wikidata.org/entity/Q1169335,http://www.wikidata.org/entity/Q154438,1791,Franz Grillparzer,Q1169335,Q154438
943,PG9004,,Extract from Captain Stormfield's Visit to Heaven,"Twain, Mark",1835,1910,['en'],11,"{'Voyages, Imaginary', 'Satire', 'Ship captains -- Fiction', 'Religious fiction', 'Heaven -- Fiction'}",,Extract from Captain Stormfield's Visit to Heaven,Twain,http://www.wikidata.org/entity/Q1152137,http://www.wikidata.org/entity/Q7245,1835,Mark Twain,Q1152137,Q7245
944,PG9005,,Following the Equator,"Twain, Mark",1835,1910,['en'],7,"{'Twain, Mark, 1835-1910 -- Travel', 'Voyages around the world', 'Equator -- Description and travel'}",,Following the Equator,Twain,http://www.wikidata.org/entity/Q3954434,http://www.wikidata.org/entity/Q7245,1835,Mark Twain,Q3954434,Q7245
952,PG9008,,A Horse's Tale,"Twain, Mark",1835,1910,['en'],9,{'Fiction'},,A Horse's Tale,Twain,http://www.wikidata.org/entity/Q4657396,http://www.wikidata.org/entity/Q7245,1835,Mark Twain,Q4657396,Q7245
953,PG9011,,The American Claimant,"Twain, Mark",1835,1910,['en'],3,"{'Mistaken identity -- Fiction', 'United States -- Social life and customs -- 19th century -- Fiction'}",,The American Claimant,Twain,http://www.wikidata.org/entity/Q7713449,http://www.wikidata.org/entity/Q7245,1835,Mark Twain,Q7713449,Q7245
954,PG9019,,A Dog's Tale,"Twain, Mark",1835,1910,['en'],13,{'Dogs -- Fiction'},,A Dog's Tale,Twain,http://www.wikidata.org/entity/Q4656534,http://www.wikidata.org/entity/Q7245,1835,Mark Twain,Q4656534,Q7245
955,PG901,,The Jew of Malta,"Marlowe, Christopher",1564,1593,['en'],1236,"{'Jews -- Malta -- Drama', 'Tragedies'}",,The Jew of Malta,Marlowe,http://www.wikidata.org/entity/Q649741,http://www.wikidata.org/entity/Q28975,1564,Christopher Marlowe,Q649741,Q28975
956,PG9025,,How to Tell a Story and Other Essays,"Twain, Mark",1835,1910,['en'],5,"{'Short stories', 'Storytelling', 'Essays'}",,How to Tell a Story and Other Essays,Twain,http://www.wikidata.org/entity/Q2986173,http://www.wikidata.org/entity/Q7245,1835,Mark Twain,Q2986173,Q7245
957,PG9026,,The Innocents Abroad,"Twain, Mark",1835,1910,['en'],13,"{'Middle East -- Description and travel', 'Voyages and travels', 'Europe -- Description and travel'}",,The Innocents Abroad,Twain,http://www.wikidata.org/entity/Q1211101,http://www.wikidata.org/entity/Q7245,1835,Mark Twain,Q1211101,Q7245
958,PG9028,,The Mysterious Stranger,"Twain, Mark",1835,1910,['en'],18,"{'Humorous stories, American', 'Short stories', 'United States -- Social life and customs -- 19th century -- Fiction'}",,The Mysterious Stranger,Twain,http://www.wikidata.org/entity/Q2582895,http://www.wikidata.org/entity/Q7245,1835,Mark Twain,Q2582895,Q7245
959,PG902,,"The Happy Prince, and Other Tales","Wilde, Oscar",1854,1900,['en'],4499,"{""Children's stories, English"", 'Short stories, English', 'Fairy tales'}",,The Happy Prince,Wilde,http://www.wikidata.org/entity/Q1198734,http://www.wikidata.org/entity/Q30875,1854,Oscar Wilde,Q1198734,Q30875
960,PG9033,,Sketches New and Old,"Twain, Mark",1835,1910,['en'],7,"{'United States -- Social life and customs -- Fiction', 'Humorous stories, American'}",,Sketches New and Old,Twain,http://www.wikidata.org/entity/Q3058638,http://www.wikidata.org/entity/Q7245,1835,Mark Twain,Q3058638,Q7245
968,PG9034,,The Stolen White Elephant,"Twain, Mark",1835,1910,['en'],7,"{'Short stories', 'Detective and mystery stories'}",,The Stolen White Elephant,Twain,http://www.wikidata.org/entity/Q7766574,http://www.wikidata.org/entity/Q7245,1835,Mark Twain,Q7766574,Q7245
969,PG9036,,Tom Sawyer Abroad,"Twain, Mark",1835,1910,['en'],14,"{'Adventure stories', 'Balloon ascensions -- Fiction', 'Sawyer, Tom (Fictitious character) -- Fiction', 'Americans -- Foreign countries -- Fiction'}",,Tom Sawyer Abroad,Twain,http://www.wikidata.org/entity/Q558971,http://www.wikidata.org/entity/Q7245,1835,Mark Twain,Q558971,Q7245
973,PG9039,,Is Shakespeare Dead?,"Twain, Mark",1835,1910,['en'],8,"{'Shakespeare, William, 1564-1616 -- Authorship -- Baconian theory'}",,Is Shakespeare Dead?,Twain,http://www.wikidata.org/entity/Q1673334,http://www.wikidata.org/entity/Q7245,1835,Mark Twain,Q1673334,Q7245
974,PG903,,The White Company,"Doyle, Arthur Conan",1859,1930,['en'],419,"{'Archers -- Fiction', ""Hundred Years' War, 1339-1453 -- Fiction"", 'Knights and knighthood -- Fiction', 'War stories', 'Middle Ages -- Fiction', 'Historical fiction', 'British -- France -- Fiction'}",,The White Company,Doyle,http://www.wikidata.org/entity/Q2297190,http://www.wikidata.org/entity/Q35610,1859,Arthur Conan Doyle,Q2297190,Q35610
975,PG9040,,A Tramp Abroad,"Twain, Mark",1835,1910,['en'],4,"{'Humorous stories', 'Europe -- Fiction', 'Walking -- Fiction', 'Americans -- Europe -- Fiction'}",,A Tramp Abroad,Twain,http://www.wikidata.org/entity/Q1004825,http://www.wikidata.org/entity/Q7245,1835,Mark Twain,Q1004825,Q7245
976,PG9046,,König Ottokars Glück und Ende: Trauerspiel in fünf Aufzügen,"Grillparzer, Franz",1791,1872,['de'],26,"{'Ottokar II, King of Bohemia, 1230?-1278 -- Drama', 'Bohemia (Czech Republic) -- Drama'}",,König Ottokars Glück und Ende,Grillparzer,http://www.wikidata.org/entity/Q168201,http://www.wikidata.org/entity/Q154438,1791,Franz Grillparzer,Q168201,Q154438
977,PG9049,,Libussa: Trauerspiel in fünf Aufzügen,"Grillparzer, Franz",1791,1872,['de'],15,{'Drama'},,Libussa,Grillparzer,http://www.wikidata.org/entity/Q48929803,http://www.wikidata.org/entity/Q154438,1791,Franz Grillparzer,Q48929803,Q154438
978,PG9059,,Andrea Delfin: Eine venezianische Novelle,"Heyse, Paul",1830,1914,['de'],12,{'Italy -- Fiction'},,Andrea Delfin,Heyse,http://www.wikidata.org/entity/Q28054637,http://www.wikidata.org/entity/Q76487,1830,Paul Heyse,Q28054637,Q76487
979,PG9087,,Eleanor,"Ward, Humphry, Mrs.",1851,1920,['en'],9,{'Fiction'},,Eleanor,Ward,http://www.wikidata.org/entity/Q19571594,http://www.wikidata.org/entity/Q952452,1851,Mary Augusta Ward,Q19571594,Q952452
980,PG9097,,Robert's Rules of Order: Pocket Manual of Rules of Order for Deliberative Assemblies,"Robert, Henry M. (Henry Martyn)",1837,1923,['en'],187,{'Parliamentary practice'},,Robert's Rules of Order,Robert,http://www.wikidata.org/entity/Q3178967,http://www.wikidata.org/entity/Q5725557,1837,Henry Martyn Robert,Q3178967,Q5725557
981,PG9104,,The Naval War of 1812: Or the History of the United States Navy during the Last War with Great Britain to Which Is Appended an Account of the Battle of New Orleans,"Roosevelt, Theodore",1858,1919,['en'],81,"{'New Orleans, Battle of, New Orleans, La., 1815', 'United States -- History -- War of 1812 -- Naval operations', 'United States. Navy -- History -- War of 1812'}",,The Naval War of 1812,Roosevelt,http://www.wikidata.org/entity/Q17021549,http://www.wikidata.org/entity/Q33866,1858,Theodore Roosevelt,Q17021549,Q33866
982,PG9108,,Emilia Galotti,"Lessing, Gotthold Ephraim",1729,1781,['de'],264,"{'German drama', 'Tragedies'}",,Emilia Galotti,Lessing,http://www.wikidata.org/entity/Q782653,http://www.wikidata.org/entity/Q34628,1729,Gotthold Ephraim Lessing,Q782653,Q34628
983,PG910,,White Fang,"London, Jack",1876,1916,['en'],2295,"{'Adventure stories', 'Wolfdogs -- Fiction', 'Canada, Northern -- Fiction'}",,White Fang,London,http://www.wikidata.org/entity/Q152267,http://www.wikidata.org/entity/Q45765,1876,Jack London,Q152267,Q45765
987,PG9113,,Before Adam,"London, Jack",1876,1916,['en'],21,"{'Dreams -- Fiction', 'Prehistoric peoples -- Fiction', 'Fantasy fiction'}",,Before Adam,London,http://www.wikidata.org/entity/Q2873306,http://www.wikidata.org/entity/Q45765,1876,Jack London,Q2873306,Q45765
988,PG911,,Tales of the Fish Patrol,"London, Jack",1876,1916,['en'],93,"{'Short stories', 'Immigrants -- Fiction', 'Fishing villages -- Fiction', 'San Francisco Bay Area (Calif.) -- Fiction', 'Fishers -- Fiction'}",,Tales of the Fish Patrol,London,http://www.wikidata.org/entity/Q3370116,http://www.wikidata.org/entity/Q45765,1876,Jack London,Q3370116,Q45765
990,PG913,,A Hero of Our Time,"Lermontov, Mikhail Iurevich",1814,1841,['en'],545,"{'Psychological fiction', 'Russia -- Social life and customs -- 1533-1917 -- Fiction', 'Russia -- History, Military -- 1801-1917 -- Fiction', 'Caucasus -- Fiction'}",,A Hero of Our Time,Lermontov,http://www.wikidata.org/entity/Q1304649,http://www.wikidata.org/entity/Q46599,1814,Mikhail Lermontov,Q1304649,Q46599
991,PG9143,,The Valley of the Moon,"London, Jack",1876,1916,['en'],68,"{'Farm life -- Fiction', 'Domestic fiction', 'California -- Fiction', 'Marriage -- Fiction', 'Working class -- Fiction', 'Strikes and lockouts -- Fiction'}",,The Valley of the Moon,London,http://www.wikidata.org/entity/Q1174082,http://www.wikidata.org/entity/Q45765,1876,Jack London,Q1174082,Q45765
992,PG914,,The Uncommercial Traveller,"Dickens, Charles",1812,1870,['en'],239,"{'Great Britain -- Social conditions -- 19th century', 'London (England) -- Description and travel'}",,The Uncommercial Traveller,Dickens,http://www.wikidata.org/entity/Q7771322,http://www.wikidata.org/entity/Q5686,1812,Charles Dickens,Q7771322,Q5686
993,PG9151,,Ruggles of Red Gap,"Wilson, Harry Leon",1867,1939,['en'],37,"{'Humorous stories', 'Valets -- Fiction', 'Washington (State) -- Fiction'}",,Ruggles of Red Gap,Wilson,http://www.wikidata.org/entity/Q42186328,http://www.wikidata.org/entity/Q5670556,1867,Harry Leon Wilson,Q42186328,Q5670556
994,PG9157,,Miss Sara Sampson,"Lessing, Gotthold Ephraim",1729,1781,['de'],45,{'Drama'},,Miss Sara Sampson,Lessing,http://www.wikidata.org/entity/Q1713147,http://www.wikidata.org/entity/Q34628,1729,Gotthold Ephraim Lessing,Q1713147,Q34628
995,PG9159,,Philotas,"Lessing, Gotthold Ephraim",1729,1781,['de'],10,{'Drama'},,Philotas,Lessing,http://www.wikidata.org/entity/Q6074342,http://www.wikidata.org/entity/Q34628,1729,Gotthold Ephraim Lessing,Q6074342,Q34628
996,PG917,,Barnaby Rudge: A Tale of the Riots of 'Eighty,"Dickens, Charles",1812,1870,['en'],527,"{'Historical fiction', 'Mystery fiction', 'London (England) -- History -- 18th century -- Fiction', 'Political fiction', 'Locksmiths -- Fiction', 'Apprentices -- Fiction', 'Gordon Riots, 1780 -- Fiction'}",,Barnaby Rudge,Dickens,http://www.wikidata.org/entity/Q2362527,http://www.wikidata.org/entity/Q5686,1812,Charles Dickens,Q2362527,Q5686
997,PG9181,,Die Ahnfrau,"Grillparzer, Franz",1791,1872,['de'],14,{'Bohemia (Czech Republic) -- Drama'},,Die Ahnfrau,Grillparzer,http://www.wikidata.org/entity/Q1210952,http://www.wikidata.org/entity/Q154438,1791,Franz Grillparzer,Q1210952,Q154438
998,PG9182,,Villette,"Brontë, Charlotte",1816,1855,['en'],1130,"{'Autobiographical fiction', 'Love stories', 'Brussels (Belgium) -- Fiction', 'British -- Belgium -- Fiction', 'Women teachers -- Fiction'}",,Villette,Brontë,http://www.wikidata.org/entity/Q2449570,http://www.wikidata.org/entity/Q127332,1816,Charlotte Brontë,Q2449570,Q127332
999,PG9183,,Wilfrid Cumbermede,"MacDonald, George",1824,1905,['en'],29,{'Christian fiction'},,Wilfrid Cumbermede,MacDonald,http://www.wikidata.org/entity/Q124091362,http://www.wikidata.org/entity/Q368519,1824,George MacDonald,Q124091362,Q368519
1000,PG9187,,Minna von Barnhelm,"Lessing, Gotthold Ephraim",1729,1781,['de'],34,{'Comedies'},,Minna von Barnhelm,Lessing,http://www.wikidata.org/entity/Q1209859,http://www.wikidata.org/entity/Q34628,1729,Gotthold Ephraim Lessing,Q1209859,Q34628
1001,PG9190,,The Greater Inclination,"Wharton, Edith",1862,1937,['en'],90,{'New York (N.Y.) -- Social life and customs -- Fiction'},,The Greater Inclination,Wharton,http://www.wikidata.org/entity/Q7738010,http://www.wikidata.org/entity/Q276032,1862,Edith Wharton,Q7738010,Q276032
1002,PG9192,,The Channings: A Story,"Wood, Henry, Mrs.",1814,1887,['en'],38,{'English fiction'},,The Channings,Wood,http://www.wikidata.org/entity/Q7722115,http://www.wikidata.org/entity/Q2493772,1814,Ellen Wood,Q7722115,Q2493772
1003,PG9194,,The Second Deluge,"Serviss, Garrett Putman",1851,1929,['en'],21,{'Science fiction'},,The Second Deluge,Serviss,http://www.wikidata.org/entity/Q115799268,http://www.wikidata.org/entity/Q953962,1851,Garrett Putnam Serviss,Q115799268,Q953962
1004,PG9203,,A Rill from the Town Pump,"Hawthorne, Nathaniel",1804,1864,['en'],9,"{'New England -- Fiction', 'Short stories'}",,A Rill from the Town Pump,Hawthorne,http://www.wikidata.org/entity/Q59779144,http://www.wikidata.org/entity/Q69339,1804,Nathaniel Hawthorne,Q59779144,Q69339
1005,PG921,,De Profundis,"Wilde, Oscar",1854,1900,['en'],3234,"{'Imprisonment', 'Suffering', 'Grief', 'Wilde, Oscar, 1854-1900'}",,De Profundis,Wilde,http://www.wikidata.org/entity/Q1249459,http://www.wikidata.org/entity/Q30875,1854,Oscar Wilde,Q1249459,Q30875
1007,PG9240,,"The Man of Adamant: (From: ""The Snow Image and Other Twice-Told Tales"")","Hawthorne, Nathaniel",1804,1864,['en'],207,"{'Historical fiction, American', 'New England -- Social life and customs -- Fiction', 'Short stories'}",,The Man of Adamant,Hawthorne,http://www.wikidata.org/entity/Q7750107,http://www.wikidata.org/entity/Q69339,1804,Nathaniel Hawthorne,Q7750107,Q69339
1008,PG9246,,"Sketches from Memory: (From: ""The Doliver Romance and Other Pieces: Tales and Sketches"")","Hawthorne, Nathaniel",1804,1864,['en'],17,{'Essays'},,Sketches from Memory,Hawthorne,http://www.wikidata.org/entity/Q59827904,http://www.wikidata.org/entity/Q69339,1804,Nathaniel Hawthorne,Q59827904,Q69339
1009,PG924,,To Be Read at Dusk,"Dickens, Charles",1812,1870,['en'],271,"{'Fiction', 'Short stories', 'Ghost stories'}",,To Be Read at Dusk,Dickens,http://www.wikidata.org/entity/Q19105661,http://www.wikidata.org/entity/Q5686,1812,Charles Dickens,Q19105661,Q5686
1010,PG9256,,"The Paradise of Children: (From: ""A Wonder-Book for Girls and Boys"")","Hawthorne, Nathaniel",1804,1864,['en'],57,"{'Mythology, Greek -- Juvenile literature', 'Mythology, Greek'}",,The Paradise of Children,Hawthorne,http://www.wikidata.org/entity/Q84764650,http://www.wikidata.org/entity/Q69339,1804,Nathaniel Hawthorne,Q84764650,Q69339
0,PG9260,,Prometheus: Dramatisches Fragment,"Goethe, Johann Wolfgang von",1749,1832,['de'],78,{'Drama'},,Prometheus,Goethe,http://www.wikidata.org/entity/Q2112787,http://www.wikidata.org/entity/Q5879,1749,Johann Wolfgang von Goethe,Q2112787,Q5879
1,PG9260,,Prometheus: Dramatisches Fragment,"Goethe, Johann Wolfgang von",1749,1832,['de'],78,{'Drama'},,Prometheus,Goethe,http://www.wikidata.org/entity/Q108394484,http://www.wikidata.org/entity/Q5879,1749,Johann Wolfgang von Goethe,Q108394484,Q5879
3,PG9263,,In the Midst of Alarms,"Barr, Robert",1850,1912,['en'],15,{'Canada -- Fiction'},,In the Midst of Alarms,Barr,http://www.wikidata.org/entity/Q124083904,http://www.wikidata.org/entity/Q650048,1850,Robert Barr,Q124083904,Q650048
4,PG9268,,Omoo: Adventures in the South Seas,"Melville, Herman",1819,1891,['en'],12,"{'Adventure stories', 'Polynesia -- Description and travel -- Fiction'}",,Omoo,Melville,http://www.wikidata.org/entity/Q3882301,http://www.wikidata.org/entity/Q4985,1819,Herman Melville,Q3882301,Q4985
5,PG9269,,Typee,"Melville, Herman",1819,1891,['en'],10,"{'Adventure stories', 'Sailors -- Fiction', 'Indigenous peoples -- Fiction', 'Marquesas Islands (French Polynesia) -- Fiction'}",,Typee,Melville,http://www.wikidata.org/entity/Q2463076,http://www.wikidata.org/entity/Q4985,1819,Herman Melville,Q2463076,Q4985
6,PG9270,,The Battle of the Books,"Swift, Jonathan",1667,1745,['en'],25,"{'Satire, English'}",,The Battle of the Books,Swift,http://www.wikidata.org/entity/Q7715895,http://www.wikidata.org/entity/Q41166,1667,Jonathan Swift,Q7715895,Q41166
8,PG9272,,Gulliver's Travels,"Swift, Jonathan",1667,1745,['en'],26,"{'Satire', 'Gulliver, Lemuel (Fictitious character) -- Fiction', 'Travelers -- Fiction', 'Fantasy fiction', 'Voyages, Imaginary -- Early works to 1800'}",,Gulliver's Travels,Swift,http://www.wikidata.org/entity/Q181488,http://www.wikidata.org/entity/Q41166,1667,Jonathan Swift,Q181488,Q41166
10,PG9273,,A Modest Proposal,"Swift, Jonathan",1667,1745,['en'],23,"{'Religious satire, English', 'Ireland -- Politics and government -- 18th century -- Humor', 'Political satire, English'}",,A Modest Proposal,Swift,http://www.wikidata.org/entity/Q264143,http://www.wikidata.org/entity/Q41166,1667,Jonathan Swift,Q264143,Q41166
11,PG9275,,A Tale of a Tub,"Swift, Jonathan",1667,1745,['en'],10,"{'Satire, English'}",,A Tale of a Tub,Swift,http://www.wikidata.org/entity/Q2353123,http://www.wikidata.org/entity/Q41166,1667,Jonathan Swift,Q2353123,Q41166
12,PG9277,,Crucial Instances,"Wharton, Edith",1862,1937,['en'],7,"{'American fiction -- 19th century', 'Short stories, American'}",,Crucial Instances,Wharton,http://www.wikidata.org/entity/Q5189778,http://www.wikidata.org/entity/Q276032,1862,Edith Wharton,Q5189778,Q276032
14,PG9278,,Bunner Sisters,"Wharton, Edith",1862,1937,['en'],13,{'New York (N.Y.) -- Social life and customs -- 19th century -- Fiction'},,Bunner Sisters,Wharton,http://www.wikidata.org/entity/Q56064179,http://www.wikidata.org/entity/Q276032,1862,Edith Wharton,Q56064179,Q276032
15,PG9280,,The House of Mirth,"Wharton, Edith",1862,1937,['en'],21,"{'Psychological fiction', 'Single women -- Fiction', 'New York (N.Y.) -- Fiction', 'Social classes -- Fiction'}",,The House of Mirth,Wharton,http://www.wikidata.org/entity/Q6474536,http://www.wikidata.org/entity/Q276032,1862,Edith Wharton,Q6474536,Q276032
16,PG9282,,Madame de Treymes,"Wharton, Edith",1862,1937,['en'],1,"{'Americans -- France -- Fiction', 'Women -- Conduct of life -- Fiction', 'Manners and customs -- Fiction'}",,Madame de Treymes,Wharton,http://www.wikidata.org/entity/Q53724846,http://www.wikidata.org/entity/Q276032,1862,Edith Wharton,Q53724846,Q276032
17,PG9284,,Sanctuary,"Wharton, Edith",1862,1937,['en'],11,"{'Psychological fiction', 'Widows -- Fiction', 'Domestic fiction', 'Mothers and sons -- Fiction'}",,Sanctuary,Wharton,http://www.wikidata.org/entity/Q6121475,http://www.wikidata.org/entity/Q276032,1862,Edith Wharton,Q6121475,Q276032
20,PG9285,,Summer,"Wharton, Edith",1862,1937,['en'],13,"{'Berkshire Hills (Mass.) -- Fiction', 'Guardian and ward -- Fiction', 'Young women -- Fiction', 'Love stories'}",,Summer,Wharton,http://www.wikidata.org/entity/Q7637251,http://www.wikidata.org/entity/Q276032,1862,Edith Wharton,Q7637251,Q276032
22,PG9287,,The Glimpses of the Moon,"Wharton, Edith",1862,1937,['en'],6,"{'Socialites -- Fiction', 'Love stories', 'Married people -- Fiction', 'Europe -- Fiction', 'Americans -- Europe -- Fiction'}",,The Glimpses of the Moon,Wharton,http://www.wikidata.org/entity/Q30717034,http://www.wikidata.org/entity/Q276032,1862,Edith Wharton,Q30717034,Q276032
23,PG9288,,Ethan Frome,"Wharton, Edith",1862,1937,['en'],40,"{'Domestic fiction', 'Triangles (Interpersonal relations) -- Fiction', 'New England -- Fiction', 'Married people -- Fiction', 'Rural poor -- Fiction', 'Accident victims -- Fiction'}",,Ethan Frome,Wharton,http://www.wikidata.org/entity/Q5402934,http://www.wikidata.org/entity/Q276032,1862,Edith Wharton,Q5402934,Q276032
24,PG928,,Alice's Adventures in Wonderland: HTML Edition,"Carroll, Lewis",1832,1898,['en'],200,"{""Children's stories"", 'Alice (Fictitious character from Carroll) -- Juvenile fiction', 'Fantasy fiction', 'Imaginary places -- Juvenile fiction'}",,Alice's Adventures in Wonderland,Carroll,http://www.wikidata.org/entity/Q92640,http://www.wikidata.org/entity/Q38082,1832,Lewis Carroll,Q92640,Q38082
25,PG9291,,The Reef,"Wharton, Edith",1862,1937,['en'],12,"{'Americans -- France -- Fiction', 'France -- Fiction'}",,The Reef,Wharton,http://www.wikidata.org/entity/Q7760006,http://www.wikidata.org/entity/Q276032,1862,Edith Wharton,Q7760006,Q276032
26,PG9292,,The Valley of Decision,"Wharton, Edith",1862,1937,['en'],5,{'Italy -- Fiction'},,The Valley of Decision,Wharton,http://www.wikidata.org/entity/Q42728054,http://www.wikidata.org/entity/Q276032,1862,Edith Wharton,Q42728054,Q276032
