,word,count_s,corpos_S
1196,confounded,46,5150227
1197,failed,422,5150227
1198,class,358,5150227
1199,gibbs,5,5150227
1200,labourers,25,5150227
1201,impressions,99,5150227
1202,forgotten,422,5150227
1203,rays,565,5150227
1204,act,645,5150227
1205,hide,339,5150227
1206,electrical,122,5150227
1207,exist,290,5150227
1208,careful,316,5150227
1209,ask,1019,5150227
1210,sheet,234,5150227
1211,material,662,5150227
1212,expanded,67,5150227
1213,spreading,126,5150227
1214,stupendous,129,5150227
1215,theoretical,67,5150227
1216,assured,387,5150227
1217,dreams,324,5150227
1218,actual,294,5150227
1219,intended,371,5150227
1220,occur,176,5150227
1221,soil,268,5150227
1222,metallic,188,5150227
1223,wrong,701,5150227
1224,remoter,29,5150227
1225,smashing,51,5150227
1226,pieces,357,5150227
1227,sprang,376,5150227
1228,borne,143,5150227
1229,velocity,392,5150227
1230,square,614,5150227
1231,vain,303,5150227
1232,stir,113,5150227
1233,separated,217,5150227
1234,rubbing,94,5150227
1235,caused,398,5150227
1236,hurled,296,5150227
1237,thousands,471,5150227
1238,complete,640,5150227
1239,remarked,360,5150227
1240,rushing,228,5150227
1241,mankind,279,5150227
1242,lead,557,5150227
1243,hastily,194,5150227
1244,boots,183,5150227
1245,laboratory,335,5150227
1246,ours,347,5150227
1247,rolling,262,5150227
1248,valve,36,5150227
1249,travelling,114,5150227
1250,fly,299,5150227
1251,attract,82,5150227
1252,yes,2063,5150227
1253,mars,494,5150227
1254,vision,415,5150227
1255,excitement,377,5150227
1256,hurried,296,5150227
1257,slept,374,5150227
1258,walking,427,5150227
1259,closely,335,5150227
1260,nightmare,127,5150227
1261,stick,223,5150227
1262,her,21637,5150227
1263,learnt,116,5150227
1264,carefully,643,5150227
1265,clothing,249,5150227
1266,placed,669,5150227
1267,seeking,240,5150227
1268,weeks,510,5150227
1269,corner,576,5150227
1270,empty,577,5150227
1271,stirred,174,5150227
1272,sensation,229,5150227
1273,diminished,81,5150227
1274,experienced,207,5150227
1275,click,83,5150227
1276,exclaimed,603,5150227
1277,muscles,199,5150227
1278,blank,218,5150227
1279,meaning,391,5150227
1280,heaven,398,5150227
1281,blinding,133,5150227
1282,earthward,13,5150227
1283,pull,288,5150227
1284,slanting,52,5150227
1285,sideways,81,5150227
1286,lie,482,5150227
1287,gentleman,260,5150227
1288,bicycle,36,5150227
1289,frozen,193,5150227
1290,slight,430,5150227
1291,remembered,541,5150227
1292,land,1395,5150227
1293,shutters,36,5150227
1294,aloud,236,5150227
1295,area,354,5150227
1296,thickening,28,5150227
1297,helplessly,89,5150227
1298,alive,595,5150227
1299,fast,775,5150227
1300,efforts,343,5150227
1301,squatted,67,5150227
1302,hungry,213,5150227
1303,banks,217,5150227
1304,swift,351,5150227
1305,summit,212,5150227
1306,fog,214,5150227
1307,cloudy,52,5150227
1308,brow,186,5150227
1309,chest,403,5150227
1310,faster,320,5150227
1311,sharply,286,5150227
1312,incredulous,67,5150227
1313,pouring,124,5150227
1314,visibly,82,5150227
1315,vigour,56,5150227
1316,behold,145,5150227
1317,cactus,7,5150227
1318,distended,23,5150227
1319,beard,227,5150227
1320,fleshy,22,5150227
1321,live,1071,5150227
1322,ascended,118,5150227
1323,drink,505,5150227
1324,permitted,376,5150227
1325,stopper,11,5150227
1326,possession,299,5150227
1327,inches,308,5150227
1328,painful,228,5150227
1329,confused,200,5150227
1330,bulging,41,5150227
1331,lichens,17,5150227
1332,wilderness,95,5150227
1333,darting,95,5150227
1334,livid,55,5150227
1335,pricked,30,5150227
1336,wild,702,5150227
1337,shout,182,5150227
1338,helped,258,5150227
1339,fever,164,5150227
1340,judge,258,5150227
1341,higher,559,5150227
1342,proportion,151,5150227
1343,lips,967,5150227
1344,shrub,28,5150227
1345,suggestive,58,5150227
1346,wake,249,5150227
1347,vaguely,112,5150227
1348,beasts,300,5150227
1349,endeavoured,90,5150227
1350,skin,503,5150227
1351,tentacles,112,5150227
1352,listened,372,5150227
1353,singularly,86,5150227
1354,beating,226,5150227
1355,plunged,233,5150227
1356,helpless,229,5150227
1357,approach,373,5150227
1358,lights,583,5150227
1359,roused,101,5150227
1360,depression,75,5150227
1361,argument,248,5150227
1362,becomes,190,5150227
1363,doorway,313,5150227
1364,slender,252,5150227
1365,curved,184,5150227
1366,differences,62,5150227
1367,machines,473,5150227
1368,truth,822,5150227
1369,despair,268,5150227
1370,folly,121,5150227
1371,shorter,76,5150227
1372,contrived,71,5150227
1373,stride,56,5150227
1374,flight,501,5150227
1375,phosphorescent,52,5150227
1376,wrists,80,5150227
1377,kill,748,5150227
1378,plank,37,5150227
1379,shot,1035,5150227
1380,dimly,173,5150227
1381,freeze,46,5150227
1382,cast,430,5150227
1383,power,2903,5150227
1384,hither,103,5150227
1385,happy,614,5150227
1386,appear,436,5150227
1387,fled,302,5150227
1388,send,638,5150227
1389,clearer,77,5150227
1390,shouting,324,5150227
1391,whom,1293,5150227
1392,sign,742,5150227
1393,sinking,156,5150227
1394,signal,420,5150227
1395,unreasonable,57,5150227
1396,sand,491,5150227
1397,hotel,150,5150227
1398,community,59,5150227
1399,communicate,114,5150227
1400,differing,28,5150227
1401,race,947,5150227
1402,sunrise,97,5150227
1403,pastures,22,5150227
1404,makes,518,5150227
1405,butchers,6,5150227
1406,sit,461,5150227
1407,write,352,5150227
1408,experiences,122,5150227
1409,book,679,5150227
1410,recently,156,5150227
1411,admit,428,5150227
1412,extent,286,5150227
1413,affairs,212,5150227
1414,doubtful,109,5150227
1415,fate,459,5150227
1416,powers,380,5150227
1417,convenient,125,5150227
1418,reserve,117,5150227
1419,agreement,720,5150227
1420,sticks,63,5150227
1421,furniture,142,5150227
1422,cooking,59,5150227
1423,simple,669,5150227
1424,stuck,201,5150227
1425,steep,166,5150227
1426,sheep,117,5150227
1427,following,852,5150227
1428,hills,390,5150227
1429,often,837,5150227
1430,parts,502,5150227
1431,struggling,226,5150227
1432,arrested,124,5150227
1433,oddest,18,5150227
1434,cap,122,5150227
1435,knickerbockers,9,5150227
1436,arising,34,5150227
1437,gesticulated,28,5150227
1438,rain,293,5150227
1439,convulsive,47,5150227
1440,remarkable,314,5150227
1441,pretty,693,5150227
1442,amazement,218,5150227
1443,verandah,13,5150227
1444,asking,258,5150227
1445,nonsense,115,5150227
1446,lip,147,5150227
1447,field,787,5150227
1448,needs,227,5150227
1449,public,814,5150227
1450,guard,603,5150227
1451,receding,70,5150227
1452,purpose,725,5150227
1453,development,243,5150227
1454,puzzled,254,5150227
1455,important,619,5150227
1456,engaged,235,5150227
1457,research,295,5150227
1458,mental,629,5150227
1459,delicate,248,5150227
1460,invention,148,5150227
1461,intention,250,5150227
1462,undertone,40,5150227
1463,mechanical,211,5150227
1464,patent,55,5150227
1465,settle,108,5150227
1466,resting,161,5150227
1467,stare,128,5150227
1468,doubts,99,5150227
1469,cellar,72,5150227
1470,developed,354,5150227
1471,respectable,71,5150227
1472,assistant,161,5150227
1473,compared,154,5150227
1474,unhappily,56,5150227
1475,highly,303,5150227
1476,mathematical,103,5150227
1477,year,974,5150227
1478,ago,1062,5150227
1479,transparent,175,5150227
1480,attraction,161,5150227
1481,professor,662,5150227
1482,reduced,151,5150227
1483,hopeless,175,5150227
1484,reasoning,118,5150227
1485,manufacture,96,5150227
1486,stone,767,5150227
1487,necessity,229,5150227
1488,profundity,13,5150227
1489,narrative,181,5150227
1490,lift,264,5150227
1491,apply,120,5150227
1492,purely,131,5150227
1493,species,237,5150227
1494,duties,160,5150227
1495,fancied,132,5150227
1496,perplexity,57,5150227
1497,rich,318,5150227
1498,temporary,132,5150227
1499,gets,234,5150227
1500,leave,1287,5150227
1501,week,522,5150227
1502,consequently,127,5150227
1503,interesting,329,5150227
1504,birth,176,5150227
1505,tea,117,5150227
1506,occasion,310,5150227
1507,boiling,113,5150227
1508,sunset,185,5150227
1509,flame,388,5150227
1510,seized,438,5150227
1511,chimney,38,5150227
1512,vanishing,57,5150227
1513,sailing,94,5150227
1514,managed,283,5150227
1515,clouds,437,5150227
1516,protruded,42,5150227
1517,bleeding,80,5150227
1518,mud,132,5150227
1519,gasped,184,5150227
1520,blew,186,5150227
1521,discuss,118,5150227
1522,trivial,62,5150227
1523,damage,245,5150227
1524,correct,198,5150227
1525,regard,272,5150227
1526,mine,748,5150227
1527,knows,663,5150227
1528,pounds,212,5150227
1529,whipped,98,5150227
1530,remove,185,5150227
1531,real,1021,5150227
1532,loss,334,5150227
1533,largely,99,5150227
1534,entire,634,5150227
1535,avoid,247,5150227
1536,strike,305,5150227
1537,rush,324,5150227
1538,returning,299,5150227
1539,roller,18,5150227
1540,uproar,89,5150227
1541,luggage,48,5150227
1542,concentrated,162,5150227
1543,prevent,332,5150227
1544,section,559,5150227
1545,spring,332,5150227
1546,besides,627,5150227
1547,minerals,34,5150227
1548,million,598,5150227
1549,eh,157,5150227
1550,confined,101,5150227
1551,tongue,326,5150227
1552,drawings,52,5150227
1553,ate,195,5150227
1554,march,272,5150227
1555,arrived,540,5150227
1556,helium,404,5150227
1557,provisions,193,5150227
1558,drawing,279,5150227
1559,overwhelmed,75,5150227
1560,wandered,166,5150227
1561,fragmentary,29,5150227
1562,twist,76,5150227
1563,smooth,293,5150227
1564,torn,304,5150227
1565,cover,423,5150227
1566,shock,456,5150227
1567,jerk,96,5150227
1568,lasted,152,5150227
1569,action,730,5150227
1570,seconds,479,5150227
1571,leaving,666,5150227
1572,cry,613,5150227
1573,rapidly,745,5150227
1574,fixed,437,5150227
1575,float,80,5150227
1576,strangest,50,5150227
1577,horribly,83,5150227
1578,marked,534,5150227
1579,veil,198,5150227
1580,pallid,89,5150227
1581,absence,278,5150227
1582,margin,48,5150227
1583,lady,703,5150227
1584,fish,279,5150227
1585,laughed,731,5150227
1586,waved,243,5150227
1587,traced,99,5150227
1588,probable,170,5150227
1589,colder,39,5150227
1590,shutter,27,5150227
1591,sliding,116,5150227
1592,further,903,5150227
1593,silently,248,5150227
1594,unable,328,5150227
1595,vaster,28,5150227
1596,passing,544,5150227
1597,blazing,165,5150227
1598,closer,400,5150227
1599,spun,161,5150227
1600,perpetually,69,5150227
1601,unexpected,168,5150227
1602,moonward,5,5150227
1603,craters,21,5150227
1604,clutching,100,5150227
1605,splashed,72,5150227
1606,buried,275,5150227
1607,painfully,111,5150227
1608,distinguish,147,5150227
1609,moisture,51,5150227
1610,shivered,85,5150227
1611,twice,435,5150227
1612,till,948,5150227
1613,puzzle,61,5150227
1614,enormously,59,5150227
1615,hid,189,5150227
1616,intervening,68,5150227
1617,background,142,5150227
1618,obscurity,66,5150227
1619,drifted,170,5150227
1620,vapour,64,5150227
1621,ones,538,5150227
1622,tumultuous,43,5150227
1623,advance,299,5150227
1624,ascent,113,5150227
1625,loomed,103,5150227
1626,cloud,418,5150227
1627,stab,31,5150227
1628,hissing,75,5150227
1629,advancing,128,5150227
1630,surveyed,110,5150227
1631,name,1895,5150227
1632,purple,267,5150227
1633,accustomed,275,5150227
1634,shade,191,5150227
1635,suspicion,215,5150227
1636,mist,270,5150227
1637,seeds,55,5150227
1638,sunlit,68,5150227
1639,swelling,55,5150227
1640,shrivelled,49,5150227
1641,silhouette,21,5150227
1642,plant,314,5150227
1643,single,859,5150227
1644,grows,63,5150227
1645,hurrying,113,5150227
1646,conceive,111,5150227
1647,weak,326,5150227
1648,wherever,152,5150227
1649,quivering,136,5150227
1650,injury,80,5150227
1651,reminded,232,5150227
1652,escape,922,5150227
1653,throb,104,5150227
1654,peculiar,372,5150227
1655,hasty,71,5150227
1656,lungs,103,5150227
1657,wrapped,158,5150227
1658,sixth,87,5150227
1659,top,1202,5150227
1660,motionless,360,5150227
1661,animal,576,5150227
1662,turning,588,5150227
1663,beheld,131,5150227
1664,covering,188,5150227
1665,smash,100,5150227
1666,thorns,30,5150227
1667,recovering,43,5150227
1668,situation,500,5150227
1669,slopes,114,5150227
1670,growths,35,5150227
1671,mark,400,5150227
1672,fools,106,5150227
1673,hunt,339,5150227
1674,deliberate,88,5150227
1675,crowded,304,5150227
1676,mysterious,319,5150227
1677,questioned,162,5150227
1678,stems,65,5150227
1679,ended,376,5150227
1680,flowed,143,5150227
1681,clanging,20,5150227
1682,machinery,298,5150227
1683,latter,587,5150227
1684,bellow,24,5150227
1685,subsequent,82,5150227
1686,flabby,13,5150227
1687,cylindrical,37,5150227
1688,motion,615,5150227
1689,gradually,312,5150227
1690,degree,300,5150227
1691,increased,364,5150227
1692,bottomless,23,5150227
1693,monstrous,245,5150227
1694,hoarse,92,5150227
1695,unexpectedly,63,5150227
1696,properly,167,5150227
1697,dreamt,70,5150227
1698,arrival,245,5150227
1699,ill,287,5150227
1700,satellite,84,5150227
1701,marching,110,5150227
1702,backs,116,5150227
1703,struggle,391,5150227
1704,definite,177,5150227
1705,overwhelming,75,5150227
1706,joints,39,5150227
1707,couple,729,5150227
1708,shriek,66,5150227
1709,temper,145,5150227
1710,fetters,7,5150227
1711,reasonable,208,5150227
1712,examine,135,5150227
1713,angles,107,5150227
1714,geometrical,34,5150227
1715,ass,39,5150227
1716,bowls,20,5150227
1717,faintly,183,5150227
1718,carcass,52,5150227
1719,tightly,158,5150227
1720,limited,328,5150227
1721,namely,30,5150227
1722,apparent,257,5150227
1723,source,259,5150227
1724,brighter,159,5150227
1725,respect,319,5150227
1726,guide,370,5150227
1727,faced,324,5150227
1728,lean,135,5150227
1729,pad,33,5150227
1730,trickle,23,5150227
1731,exasperating,22,5150227
1732,rivulet,19,5150227
1733,phosphorescence,36,5150227
1734,shook,962,5150227
1735,whack,33,5150227
1736,likely,316,5150227
1737,indisputably,18,5150227
1738,ledge,206,5150227
1739,gripping,67,5150227
1740,interrupted,367,5150227
1741,passages,118,5150227
1742,hunting,242,5150227
1743,ascending,81,5150227
1744,flannel,25,5150227
1745,golden,466,5150227
1746,familiar,535,5150227
1747,flow,177,5150227
1748,weapons,645,5150227
1749,missed,237,5150227
1750,recover,97,5150227
1751,spears,98,5150227
1752,charge,667,5150227
1753,sticking,52,5150227
1754,flick,20,5150227
1755,trampled,33,5150227
1756,pass,759,5150227
1757,fought,445,5150227
1758,constantly,250,5150227
1759,fatigued,23,5150227
1760,stooped,119,5150227
1761,tolling,12,5150227
1762,final,372,5150227
1763,swept,488,5150227
1764,intervals,178,5150227
1765,remain,615,5150227
1766,deal,436,5150227
1767,encounter,132,5150227
1768,organ,71,5150227
1769,fat,188,5150227
1770,speaks,124,5150227
1771,proceeded,272,5150227
1772,lies,333,5150227
1773,report,426,5150227
1774,clothes,357,5150227
1775,net,124,5150227
1776,elaborate,113,5150227
1777,usually,253,5150227
1778,electromagnetic,34,5150227
1779,mastered,42,5150227
1780,follows,159,5150227
1781,astronomers,68,5150227
1782,descended,270,5150227
1783,perpetual,118,5150227
1784,bearers,25,5150227
1785,previous,289,5150227
1786,hate,322,5150227
1787,organs,72,5150227
1788,intellectual,214,5150227
1789,brains,192,5150227
1790,guards,306,5150227
1791,music,318,5150227
1792,battle,608,5150227
1793,meets,32,5150227
1794,julius,11,5150227
1795,astonishment,217,5150227
1796,adventures,141,5150227
1797,disturbing,46,5150227
1798,imagined,200,5150227
1799,mention,200,5150227
1800,capacity,114,5150227
1801,operations,136,5150227
1802,rubbed,150,5150227
1803,landed,398,5150227
1804,adventure,229,5150227
1805,giving,508,5150227
1806,reluctantly,68,5150227
1807,persuasion,47,5150227
1808,opinion,364,5150227
1809,comfort,237,5150227
1810,alternative,60,5150227
1811,beer,87,5150227
1812,worse,437,5150227
1813,hoped,384,5150227
1814,solitude,126,5150227
1815,clay,121,5150227
1816,portions,80,5150227
1817,doors,362,5150227
1818,england,551,5150227
1819,street,872,5150227
1820,north,843,5150227
1821,officials,87,5150227
1822,sweeping,122,5150227
1823,curve,173,5150227
1824,dungeness,3,5150227
1825,towns,170,5150227
1826,holding,558,5150227
1827,played,300,5150227
1828,garments,123,5150227
1829,jerked,170,5150227
1830,grotesquely,27,5150227
1831,advantage,321,5150227
1832,curiosity,312,5150227
1833,directed,364,5150227
1834,accompany,135,5150227
1835,habits,128,5150227
1836,regular,301,5150227
1837,exercise,142,5150227
1838,nights,203,5150227
1839,precise,100,5150227
1840,thumb,112,5150227
1841,assure,153,5150227
1842,expression,701,5150227
1843,indebted,18,5150227
1844,obliged,195,5150227
1845,convulsively,48,5150227
1846,contrast,117,5150227
1847,conversation,468,5150227
1848,chimneys,169,5150227
1849,constant,289,5150227
1850,activity,175,5150227
1851,attracted,165,5150227
1852,goods,74,5150227
1853,required,386,5150227
1854,relief,338,5150227
1855,fairly,311,5150227
1856,gathered,468,5150227
1857,mathematics,71,5150227
1858,pencil,131,5150227
1859,mingled,178,5150227
1860,throw,364,5150227
1861,steal,84,5150227
1862,bore,363,5150227
1863,explaining,100,5150227
1864,interrogative,11,5150227
1865,train,349,5150227
1866,physics,70,5150227
1867,doubted,109,5150227
1868,earliest,49,5150227
1869,assistants,71,5150227
1870,contained,234,5150227
1871,garden,398,5150227
1872,confidence,317,5150227
1873,joiner,4,5150227
1874,gardener,24,5150227
1875,merest,26,5150227
1876,ignorance,182,5150227
1877,grave,304,5150227
1878,expert,90,5150227
1879,language,491,5150227
1880,aim,147,5150227
1881,wear,218,5150227
1882,garment,104,5150227
1883,radiant,128,5150227
1884,marconi,7,5150227
1885,substances,88,5150227
1886,permit,281,5150227
1887,metals,117,5150227
1888,gravitational,91,5150227
1889,element,173,5150227
1890,london,691,5150227
