,id,title,language,downloads,book_QN,author_QN,authorLabel
290,PG12460,Pomona's Travels: A Series of Letters to the Mistress of Rudder Grange from her Former Handmaiden,['en'],61,Q124086039,Q1444002,Frank R. Stockton
291,PG12478,"Books and Characters, French & English",['en'],95,Q20895904,Q540427,Lytton Strachey
292,PG12484,The Knave of Diamonds,['en'],19,Q85807665,Q4944529,Ethel M. Dell
293,PG1249,Anthem,['en'],119,Q2743935,Q132524,Ayn Rand
294,PG1250,Anthem,['en'],5517,Q2743935,Q132524,Ayn Rand
295,PG28912,Anthem,['en'],85,Q2743935,Q132524,Ayn Rand
296,PG1254,Cyrano de Bergerac,['en'],2249,Q1048916,Q202749,Edmond Rostand
297,PG1256,Cyrano de Bergerac,['fr'],288,Q1048916,Q202749,Edmond Rostand
298,PG12555,The Tragedy of the Korosko,['en'],25,Q3824668,Q35610,Arthur Conan Doyle
299,PG12587,The Man Who Laughs: A Romance of English History,['en'],442,Q865211,Q535,Victor Hugo
300,PG125,A Girl of the Limberlost,['en'],254,Q4657049,Q5531480,Gene Stratton-Porter
301,PG26220,A Girl of the Limberlost,['en'],131,Q4657049,Q5531480,Gene Stratton-Porter
302,PG1260,Jane Eyre: An Autobiography,['en'],16757,Q182961,Q127332,Charlotte Brontë
303,PG16235,Jane Eyre; ou Les mémoires d'une institutrice,['fr'],115,Q182961,Q127332,Charlotte Brontë
304,PG23077,Jane Eyre,['en'],470,Q182961,Q127332,Charlotte Brontë
305,PG1261,Betty Zane,['en'],103,Q11854207,Q146763,Zane Grey
306,PG1263,The Glimpses of the Moon,['en'],91,Q30717034,Q276032,Edith Wharton
307,PG1264,The Wheels of Chance: A Bicycling Idyll,['en'],167,Q2066902,Q42511,H. G. Wells
308,PG12654,The Roll-Call,['en'],67,Q105823374,Q314158,Arnold Bennett
309,PG1265,Queen Victoria,['en'],351,Q20895898,Q540427,Lytton Strachey
310,PG37153,Queen Victoria,['en'],34,Q20895898,Q540427,Lytton Strachey
311,PG12666,"Consuelo, Tome 1 (1861)",['fr'],24,Q2468609,Q3816,George Sand
312,PG13258,"Consuelo, Tome 2 (1861)",['fr'],11,Q2468609,Q3816,George Sand
313,PG13374,"Consuelo, Tome 3 (1861)",['fr'],13,Q2468609,Q3816,George Sand
314,PG12669,Marriage,['en'],139,Q60172764,Q7647785,Susan Edmonstone Ferrier
315,PG1266,Lavender and Old Lace,['en'],74,Q17112373,Q536012,Myrtle Reed
316,PG12670,Landmarks in French Literature,['en'],72,Q20895896,Q540427,Lytton Strachey
317,PG12677,"Personality Plus: Some Experiences of Emma McChesney and Her Son, Jock",['en'],27,Q7170648,Q283496,Edna Ferber
318,PG1268,The Mysterious Island,['en'],1343,Q471005,Q33977,Jules Verne
319,PG1269,The Soul of a Bishop,['en'],69,Q7765370,Q42511,H. G. Wells
320,PG126,The Poison Belt,['en'],255,Q2660166,Q35610,Arthur Conan Doyle
321,PG12702,The Tale of Peter Rabbit,['en'],71,Q580463,Q214565,Beatrix Potter
322,PG14304,The Tale of Peter Rabbit,['en'],230,Q580463,Q214565,Beatrix Potter
323,PG14838,The Tale of Peter Rabbit,['en'],3043,Q580463,Q214565,Beatrix Potter
324,PG12703,The Little Match Girl,['en'],101,Q11876,Q5673,Hans Christian Andersen
325,PG1270,In Defense of Women,['en'],341,Q6009307,Q439204,H. L. Mencken
326,PG12710,Rapunzel,['en'],49,Q273585,Q6701,Jacob Grimm
327,PG12742,"Minstrelsy of the Scottish border, Volume 1",['en'],54,Q7751599,Q79025,Walter Scott
328,PG12750,The Stolen Bacillus and Other Incidents,['en'],264,Q3793017,Q42511,H. G. Wells
329,PG12793,Cobwebs from an Empty Skull,['en'],53,Q124093813,Q191050,Ambrose Bierce
330,PG12800,"Abraham Lincoln, Volume I",['en'],201,Q4669004,Q6261044,John Torrey Morse
331,PG12801,"Abraham Lincoln, Volume II",['en'],29,Q4669004,Q6261044,John Torrey Morse
332,PG12803,Headlong Hall,['en'],56,Q5689829,Q561408,Thomas Love Peacock
333,PG1280,Spoon River Anthology,['en'],1780,Q461760,Q468247,Edgar Lee Masters
334,PG26471,Spoon River Anthology,['en'],938,Q461760,Q468247,Edgar Lee Masters
335,PG12844,Den engelske Lods,['no'],24,Q8545702,Q351705,Henrik Wergeland
336,PG12861,"Theory of the Earth, With Proofs and Illustrations, Volume 1 (of 4)",['en'],148,Q15015194,Q192927,James Hutton
337,PG14179,"Theory of the Earth, With Proofs and Illustrations, Volume 2 (of 4)",['en'],57,Q15015194,Q192927,James Hutton
338,PG12868,The Harp of God: Proof Conclusive That Millions Now Living Will Never Die,['en'],108,Q11681321,Q334839,Joseph Franklin Rutherford
339,PG12891,Running Water,['en'],11,Q19895589,Q382786,Alfred Edward Woodley Mason
340,PG1289,Three Ghost Stories,['en'],945,Q19104947,Q5686,Charles Dickens
341,PG1291,Herodias,['en'],127,Q122759249,Q43444,Gustave Flaubert
342,PG12923,The Laird's Luck and Other Fireside Tales,['en'],12,Q124088578,Q322871,Arthur Quiller-Couch
343,PG1292,The Way of the World,['en'],1619,Q723947,Q366805,William Congreve
344,PG12935,The Song of the Blood-Red Flower,['en'],17,Q10688399,Q1092762,Johannes Linnankoski
345,PG12936,"Young Hunters of the Lake; or, Out with Rod and Gun",['en'],18,Q19083621,Q1293795,Edward Stratemeyer
346,PG1294,The Firm of Nucingen,['en'],83,Q3210327,Q9711,Honoré de Balzac
347,PG12954,The Phantom Ship,['en'],43,Q919581,Q467770,Frederick Marryat
348,PG21573,The Phantom Ship,['en'],76,Q919581,Q467770,Frederick Marryat
349,PG12959,Newton Forster,['en'],18,Q60172748,Q467770,Frederick Marryat
350,PG21557,"Newton Forster; Or, The Merchant Service",['en'],56,Q60172748,Q467770,Frederick Marryat
351,PG12986,"The Card, a Story of Adventure in the Five Towns",['en'],115,Q3520203,Q314158,Arnold Bennett
352,PG20600,"The Card, a Story of Adventure in the Five Towns",['en'],120,Q3520203,Q314158,Arnold Bennett
353,PG1298,The Virginian: A Horseman of the Plains,['en'],608,Q7772831,Q1281119,Owen Wister
354,PG12,Through the Looking-Glass,['en'],5614,Q220331,Q38082,Lewis Carroll
355,PG23718,Through the Looking-Glass,['en'],101,Q220331,Q38082,Lewis Carroll
356,PG1300,Riders of the Purple Sage,['en'],533,Q3398694,Q146763,Zane Grey
357,PG1302,The Enemies of Books,['en'],93,Q7732168,Q8005600,William Blades
358,PG13058,The Teeth of the Tiger,['en'],245,Q3231937,Q314993,Maurice Leblanc
359,PG13085,A Diversity of Creatures,['en'],169,Q112978750,Q34743,Rudyard Kipling
360,PG130,Orthodoxy,['en'],977,Q3486423,Q183167,G. K. Chesterton
361,PG16769,Orthodoxy,['en'],1165,Q3486423,Q183167,G. K. Chesterton
362,PG13102,"The Decameron, Volume II",['en'],173,Q16438,Q1402,Giovanni Boccaccio
363,PG3726,"The Decameron, Volume I",['en'],515,Q16438,Q1402,Giovanni Boccaccio
364,PG13110,Aunt Jane's Nieces at Work,['en'],32,Q4821964,Q207544,L. Frank Baum
365,PG1313,Over the Sliprails,['en'],65,Q24887904,Q453577,Henry Lawson
366,PG13144,Medieval People,['en'],327,Q63366133,Q274254,Eileen Power
367,PG13148,"Peter Simple; and, The Three Cutters, Vol. 1-2",['en'],14,Q7176948,Q467770,Frederick Marryat
368,PG21577,Peter Simple,['en'],61,Q7176948,Q467770,Frederick Marryat
369,PG13152,The Firm of Girdlestone,['en'],54,Q4461047,Q35610,Arthur Conan Doyle
370,PG13158,The Weapons of Mystery,['en'],11,Q124090588,Q6284021,Joseph Hocking
371,PG13173,Anna Liisa; Kotoa pois,['fi'],230,Q559039,Q298027,Minna Canth
372,PG13175,Ved Vejen,['da'],8,Q14830022,Q439370,Herman Bang
373,PG13214,Anna Karenina,['nl'],153,Q147787,Q7243,Leo Tolstoy
374,PG1399,Anna Karenina,['en'],9723,Q147787,Q7243,Leo Tolstoy
375,PG1321,The Waste Land,['en'],1439,Q581458,Q37767,T. S. Eliot
376,PG21602,The Waste Land,['en'],89,Q581458,Q37767,T. S. Eliot
377,PG1322,Leaves of Grass,['en'],2572,Q132042,Q81438,Walt Whitman
378,PG23979,Leaves of Grass,['en'],186,Q132042,Q81438,Walt Whitman
379,PG13240,A Short Biographical Dictionary of English Literature,['en'],55,Q4659461,Q6264132,John William Cousin
380,PG13246,The Conqueror: Being the True and Romantic Story of Alexander Hamilton,['en'],74,Q42184375,Q137679,Gertrude Atherton
381,PG13256,Le petit chose,['fr'],38,Q1057575,Q228546,Alphonse Daudet
382,PG1325,Twenty Years at Hull House; with Autobiographical Notes,['en'],121,Q124098238,Q180989,Jane Addams
383,PG13262,The Personal Life of David Livingstone: Chiefly from his Unpublished Journals and Correspondence in the Possession of His Family,['en'],133,Q19096315,Q8009658,William Garden Blaikie
384,PG1329,A Voyage to Arcturus,['en'],300,Q4384270,Q1175275,David Lindsay
385,PG1330,"The Story of Little Black Sambo, and The Story of Little Black Mingo",['en'],819,Q3275725,Q3275944,Helen Bannerman
386,PG13319,The Return of Peter Grimm,['en'],13,Q61793547,Q562719,David Belasco
387,PG24359,The Return of Peter Grimm: Novelised From the Play,['en'],17,Q61793547,Q562719,David Belasco
388,PG1332,Peter Pan in Kensington Gardens,['en'],77,Q7176291,Q81796,J. M. Barrie
389,PG26998,Peter Pan in Kensington Gardens,['en'],355,Q7176291,Q81796,J. M. Barrie
390,PG26999,Peter Pan in Kensington Gardens,['en'],113,Q7176291,Q81796,J. M. Barrie
391,PG1334,Paul Kelver,['en'],121,Q16886932,Q218698,Jerome K. Jerome
392,PG133,The Damnation of Theron Ware,['en'],197,Q7728785,Q1585832,Harold Frederic
393,PG13400,Conscience,['fr'],21,Q21231298,Q315003,Hector Malot
394,PG13404,Tom Tufton's Travels,['en'],24,Q124090893,Q5416320,Evelyn Everett-Green
395,PG13412,The Schoolmaster and Other Stories,['en'],135,Q97706102,Q5685,Anton Chekhov
396,PG13413,The Party and Other Stories,['en'],142,Q97707034,Q5685,Anton Chekhov
397,PG13414,"Love, and Other Stories",['en'],281,Q19180131,Q5685,Anton Chekhov
398,PG13425,Wit Without Money; A Comedy: The Works of Francis Beaumont and John Fletcher,['en'],6,Q8027791,Q312444,John Fletcher
399,PG13429,Nimettömiä lauluja,['fi'],30,Q7037658,Q4661753,Aaro Hellaakoski
400,PG1342,Pride and Prejudice,['en'],60452,Q170583,Q36322,Jane Austen
401,PG20686,Pride and Prejudice,['en'],259,Q170583,Q36322,Jane Austen
402,PG20687,Pride and Prejudice,['en'],519,Q170583,Q36322,Jane Austen
403,PG26301,Pride and Prejudice,['en'],324,Q170583,Q36322,Jane Austen
404,PG37431,"Pride and Prejudice, a play founded on Jane Austen's novel",['en'],195,Q170583,Q36322,Jane Austen
405,PG13432,Miss Bretherton,['en'],10,Q124085202,Q952452,Mary Augusta Ward
406,PG13434,Regeneration: Being an Account of the Social Work of The Salvation Army in Great Britain,['en'],36,Q16931738,Q237196,H. Rider Haggard
407,PG13459,The Waters of Edera,['en'],15,Q124090577,Q258001,Ouida
408,PG13461,Mistress and Maid: A Household Story,['en'],49,Q111271897,Q2331155,Dinah Craik
409,PG13468,The New Jerusalem,['en'],247,Q7753644,Q183167,G. K. Chesterton
410,PG1346,The Eighteenth Brumaire of Louis Bonaparte,['en'],468,Q1198259,Q9061,Karl Marx
411,PG13497,Greatheart,['en'],19,Q5601486,Q4944529,Ethel M. Dell
412,PG13499,Two Little Savages: Being the adventures of two boys who lived as Indians and what they learned,['en'],196,Q121008348,Q505017,Ernest Thompson Seton
413,PG13501,Lady Connie,['en'],52,Q18648848,Q952452,Mary Augusta Ward
414,PG1350,The Country Doctor,['en'],79,Q967862,Q9711,Honoré de Balzac
415,PG13514,Tales of a Traveller,['en'],459,Q7679380,Q181667,Washington Irving
416,PG13515,"Bracebridge Hall, or The Humorists",['en'],31,Q4953226,Q181667,Washington Irving
417,PG14228,Bracebridge Hall,['en'],84,Q4953226,Q181667,Washington Irving
418,PG13525,Maria Chapdelaine,['fr'],47,Q1369094,Q561378,Louis Hémon
419,PG13534,Past and Present,['en'],115,Q7142925,Q151403,Thomas Carlyle
420,PG26159,"Past and Present: Thomas Carlyle's Collected Works, Vol. XIII.",['en'],265,Q7142925,Q151403,Thomas Carlyle
421,PG13547,The Rocks of Valpré,['en'],10,Q7761315,Q4944529,Ethel M. Dell
422,PG1354,Chronicles of Avonlea,['en'],514,Q5114055,Q273034,Lucy Maud Montgomery
423,PG13555,Youth and the Bright Medusa,['en'],35,Q8059288,Q229480,Willa Cather
424,PG13567,Clementina,['en'],29,Q111271880,Q382786,Alfred Edward Woodley Mason
425,PG1357,Madame Firmiani,['en'],182,Q2723091,Q9711,Honoré de Balzac
426,PG1358,"Enoch Arden, &c.",['en'],266,Q1343501,Q173869,Alfred Tennyson
427,PG13597,A Tale of a Lonely Parish,['en'],10,Q124081166,Q670179,Francis Marion Crawford
428,PG135,Les Misérables,['en'],5303,Q180736,Q535,Victor Hugo
429,PG13647,Nonsense Songs,['en'],42,Q19076827,Q309759,Edward Lear
430,PG1366,The Cloister and the Hearth,['en'],257,Q7723455,Q247473,Charles Reade
431,PG13671,Horace,['fr'],59,Q111372414,Q3816,George Sand
432,PG13673,The Pacha of Many Tales,['en'],27,Q60172749,Q467770,Frederick Marryat
433,PG21571,The Pacha of Many Tales,['en'],27,Q60172749,Q467770,Frederick Marryat
434,PG13682,Isänmaa,['fi'],18,Q11865273,Q717186,Arvid Järnefelt
435,PG1368,"When the World Shook: Being an Account of the Great Adventure of Bastin, Bickley and Arbuthnot",['en'],82,Q14980988,Q237196,H. Rider Haggard
436,PG136,A Child's Garden of Verses,['en'],123,Q4655846,Q1512,Robert Louis Stevenson
437,PG19722,A Child's Garden of Verses,['en'],238,Q4655846,Q1512,Robert Louis Stevenson
438,PG25608,A Child's Garden of Verses,['en'],76,Q4655846,Q1512,Robert Louis Stevenson
439,PG25609,A Child's Garden of Verses,['en'],1417,Q4655846,Q1512,Robert Louis Stevenson
440,PG25610,A Child's Garden of Verses,['en'],65,Q4655846,Q1512,Robert Louis Stevenson
441,PG25611,A Child's Garden of Verses,['en'],57,Q4655846,Q1512,Robert Louis Stevenson
442,PG25617,A Child's Garden of Verses,['en'],82,Q4655846,Q1512,Robert Louis Stevenson
443,PG26459,A Child's Garden of Verses,['en'],27,Q4655846,Q1512,Robert Louis Stevenson
444,PG28722,A Child's Garden of Verses,['en'],106,Q4655846,Q1512,Robert Louis Stevenson
445,PG1371,"Astoria; Or, Anecdotes of an Enterprise Beyond the Rocky Mountains",['en'],312,Q4811094,Q181667,Washington Irving
446,PG13720,"Mardi: and A Voyage Thither, Vol. I",['en'],80,Q3290324,Q4985,Herman Melville
447,PG13721,"Mardi: and A Voyage Thither, Vol. II",['en'],87,Q3290324,Q4985,Herman Melville
448,PG13726,"Apology, Crito, and Phaedo of Socrates",['en'],1072,Q273668,Q859,Plato
449,PG1656,Apology,['en'],1390,Q273668,Q859,Plato
450,PG13728,Marcella,['en'],37,Q19572911,Q952452,Mary Augusta Ward
451,PG13757,Saracinesca,['en'],10,Q7421952,Q670179,Francis Marion Crawford
452,PG13765,Le mystère de la chambre jaune,['fr'],122,Q43925208,Q298827,Gaston Leroux
453,PG1377,The Talisman,['en'],459,Q952340,Q79025,Walter Scott
454,PG13782,Lady Rose's Daughter,['en'],37,Q19893635,Q952452,Mary Augusta Ward
455,PG13810,Tristan,['de'],75,Q2454195,Q37030,Thomas Mann
456,PG13818,Jacques,['fr'],83,Q6120370,Q3816,George Sand
457,PG13861,Adolphe,['fr'],62,Q1605244,Q123089,Benjamin Constant
458,PG1387,Mother,['en'],169,Q6917289,Q1281119,Owen Wister
459,PG1389,Gobseck,['en'],265,Q776551,Q9711,Honoré de Balzac
460,PG13909,"The Indiscretion of the Duchess: Being a Story Concerning Two Ladies, a Nobleman, and a Necklace",['en'],23,Q84606961,Q457287,Anthony Hope
461,PG1391,Penelope's Irish Experiences,['en'],203,Q124085932,Q438241,Kate Douglas Wiggin
462,PG13944,"After London; Or, Wild England",['en'],217,Q42184070,Q434687,Richard Jefferies
463,PG13969,The Hill of Dreams,['en'],199,Q1394147,Q540166,Arthur Machen
464,PG13970,"Nick of the Woods; Or, Adventures of Prairie Life",['en'],25,Q18161660,Q505715,Robert Montgomery Bird
465,PG13996,The Divine Fire,['en'],31,Q42184526,Q1131497,May Sinclair
466,PG139,The Lost World,['en'],1333,Q785255,Q35610,Arthur Conan Doyle
467,PG13,The Hunting of the Snark: An Agony in Eight Fits,['en'],1201,Q1079681,Q38082,Lewis Carroll
468,PG21521,The Hunting of the Snark,['en'],25,Q1079681,Q38082,Lewis Carroll
469,PG29888,"The Hunting of the Snark: An Agony, in Eight Fits",['en'],94,Q1079681,Q38082,Lewis Carroll
470,PG14001,"The Mississippi Bubble: How the Star of Good Fortune Rose and Set and Rose Again, by a Woman's Grace, for One John Law of Lauriston",['en'],27,Q17113874,Q5370892,Emerson Hough
471,PG1400,Great Expectations,['en'],17176,Q219552,Q5686,Charles Dickens
472,PG1401,Tarzan the Untamed,['en'],160,Q7687041,Q148234,Edgar Rice Burroughs
473,PG14021,Lord of the World,['en'],241,Q1194272,Q246953,Robert Hugh Benson
474,PG14045,At a Winter's Fire,['en'],30,Q95981675,Q4892977,Bernard Capes
475,PG14060,Mr. Britling Sees It Through,['en'],74,Q12062136,Q42511,H. G. Wells
476,PG14079,Sandy,['en'],80,Q7417124,Q4725909,Alice Hegan Rice
477,PG1407,A Message from the Sea,['en'],186,Q4658214,Q5686,Charles Dickens
478,PG140,The Jungle,['en'],4356,Q260205,Q216134,Upton Sinclair
479,PG14100,Eighteen Hundred and Eleven,['en'],27,Q5349049,Q268305,Anna Laetitia Barbauld
480,PG14107,The Lost Stradivarius,['en'],153,Q7748735,Q1676368,J. Meade Falkner
481,PG14126,The Marriage of William Ashe,['en'],56,Q7750418,Q952452,Mary Augusta Ward
482,PG1414,Somebody's Luggage,['en'],65,Q19046613,Q5686,Charles Dickens
483,PG14155,Madame Bovary,['fr'],1114,Q193417,Q43444,Gustave Flaubert
484,PG2413,Madame Bovary,['en'],3497,Q193417,Q43444,Gustave Flaubert
485,PG27575,"Madame Bovary: A Tale of Provincial Life, Vol. 1 (of 2)",['en'],58,Q193417,Q43444,Gustave Flaubert
486,PG14157,Bouvard et Pécuchet,['fr'],111,Q728104,Q43444,Gustave Flaubert
487,PG1419,Mugby Junction,['en'],45,Q3973499,Q5686,Charles Dickens
488,PG27924,Mugby Junction,['en'],217,Q3973499,Q5686,Charles Dickens
489,PG141,Mansfield Park,['en'],3427,Q469690,Q36322,Jane Austen
490,PG22962,Mansfield Park,['en'],214,Q469690,Q36322,Jane Austen
491,PG14219,The Helmet of Navarre,['en'],24,Q7739353,Q4895515,Bertha Runkle
492,PG14222,Poor Jack,['en'],28,Q7228775,Q467770,Frederick Marryat
493,PG21575,Poor Jack,['en'],48,Q7228775,Q467770,Frederick Marryat
494,PG1423,No Thoroughfare,['en'],129,Q7045074,Q210740,Wilkie Collins
495,PG14257,The Magician,['en'],155,Q972714,Q134942,William Somerset Maugham
496,PG1425,El Verdugo,['en'],66,Q2919909,Q9711,Honoré de Balzac
497,PG14280,Holidays at Roselands: A Sequel to Elsie Dinsmore,['en'],55,Q124093592,Q6774396,Martha Finley
498,PG14288,Mademoiselle de Maupin,['fr'],88,Q3275960,Q183713,Théophile Gautier
499,PG1429,"The Garden Party, and Other Stories",['en'],1802,Q7735828,Q270632,Katherine Mansfield
500,PG26463,"The Garden Party, and Other Stories",['en'],110,Q7735828,Q270632,Katherine Mansfield
501,PG14301,Atlantida,['en'],97,Q3202526,Q551767,Pierre Benoît
502,PG1430,Beautiful Stories from Shakespeare,['en'],1439,Q4877815,Q231708,Edith Nesbit
503,PG1431,Trooper Peter Halket of Mashonaland,['en'],68,Q124090979,Q151180,Olive Schreiner
504,PG14328,The Consolation of Philosophy,['en'],2858,Q861927,Q102851,Boethius
505,PG23082,The Consolation of Philosophy,['en'],300,Q861927,Q102851,Boethius
506,PG14355,54-40 or Fight,['en'],37,Q48969082,Q5370892,Emerson Hough
507,PG14356,The Emperor of Portugallia,['en'],26,Q495166,Q44519,Selma Lagerlöf
508,PG14363,"The Worst Journey in the World: Antarctic, 1910-1913",['en'],417,Q385926,Q498976,Apsley Cherry-Garrard
509,PG1438,No Name,['en'],233,Q7044605,Q210740,Wilkie Collins
510,PG14396,His Family,['en'],38,Q5771986,Q782813,Ernest Cook Poole
511,PG143,The Mayor of Casterbridge,['en'],1133,Q2343169,Q132805,Thomas Hardy
512,PG14407,The Tale of Benjamin Bunny,['en'],571,Q591892,Q214565,Beatrix Potter
513,PG14409,Esther,['en'],18,Q5401132,Q458390,Henry Brooks Adams
514,PG1441,The Story of an African Farm,['en'],490,Q7766827,Q151180,Olive Schreiner
515,PG14422,The Promise of American Life,['en'],148,Q17123458,Q433767,Herbert Croly
516,PG14426,London to Ladysmith via Pretoria,['en'],70,Q6671160,Q8016,Winston Churchill
517,PG14460,"Faust: a Tragedy [part 1], Translated from the German of Goethe",['en'],83,Q29478,Q5879,Johann Wolfgang von Goethe
518,PG21000,Faust: Eine Tragödie [erster Teil],['de'],1092,Q29478,Q5879,Johann Wolfgang von Goethe
519,PG2229,Faust: Der Tragödie erster Teil,['de'],1130,Q29478,Q5879,Johann Wolfgang von Goethe
520,PG2230,Faust: Der Tragödie zweiter Teil,['de'],343,Q29478,Q5879,Johann Wolfgang von Goethe
521,PG1448,Heidi,['en'],273,Q271697,Q123053,Johanna Spyri
522,PG20271,Heidi,['en'],96,Q271697,Q123053,Johanna Spyri
523,PG20781,Heidi: (Gift Edition),['en'],953,Q271697,Q123053,Johanna Spyri
524,PG1449,The Valley of the Moon,['en'],249,Q1174082,Q45765,Jack London
525,PG144,The Voyage Out,['en'],580,Q599198,Q40909,Virginia Woolf
526,PG1450,Pollyanna,['en'],1361,Q2348190,Q235368,Eleanor H. Porter
527,PG28798,Pollyanna,['en'],113,Q2348190,Q235368,Eleanor H. Porter
528,PG14517,"France and England in North America, Part VI : Montcalm and Wolfe",['en'],89,Q5478317,Q1340161,Francis Parkman
